product_id,sku_code,product_name,category,subcategory,brand,list_price_inr,base_cogs_inr,price_elasticity_target,total_units_sold,total_gross_revenue_inr,total_discount_inr,total_net_revenue_inr,total_cogs_inr,total_gross_margin_inr,avg_gross_margin_pct,total_fulfillment_cost_inr,total_return_cost_inr,total_pocket_profit_inr,avg_pocket_margin_pct,avg_discount_waterfall_pct,avg_competitor_price_index
PROD_1059,SKU-CON-WEA-1059,KritiTech Wearable V2,Consumer Electronics,Wearables,KritiTech,43899,36469.02,-1.62,883.0,38762817.0,6431247.399999999,32331569.599999998,32202144.659999974,129424.93999999974,0.4,1248997.6800000002,0.0,-671385.8999999996,-2.08,8.29,1.022
PROD_1049,SKU-CON-WEA-1049,SonicX Wearable V1,Consumer Electronics,Wearables,SonicX,67679,55272.75,-1.92,576.0,38983104.0,7233802.25,31749301.749999996,31837104.0,-87802.25000000026,-0.28,1368734.86,0.0,284789.42000000016,0.9,7.8,1.008
PROD_1040,SKU-CON-LAP-1040,AuraGadgets Laptops & Tablet V1,Consumer Electronics,Laptops & Tablets,AuraGadgets,50899,40914.55,-1.62,794.0,40413806.0,9096923.77,31316882.230000008,32486152.700000003,-1169270.4699999997,-3.73,1498032.85,18973.59,-589115.9399999997,-1.88,8.1,1.005
PROD_1030,SKU-CON-AUD-1030,KritiTech Audio & Headphone V3,Consumer Electronics,Audio & Headphones,KritiTech,60569,52170.68,-1.77,571.0,34584899.0,4713176.739999999,29871722.26,29789458.279999986,82263.97999999873,0.28,1408156.9100000001,0.0,-665315.3000000002,-2.23,8.95,1.012
PROD_1010,SKU-CON-SMA-1010,AuraGadgets Smartphone V1,Consumer Electronics,Smartphones,AuraGadgets,23889,20788.99,-1.85,1485.0,35475165.0,5630565.619999999,29844599.380000006,30871650.150000002,-1027050.7699999994,-3.44,1493635.0499999998,0.0,-1643546.2400000005,-5.51,10.46,1.011
PROD_1051,SKU-CON-WEA-1051,SonicX Wearable V3,Consumer Electronics,Wearables,SonicX,48689,42436.65,-1.48,681.0,33157209.0,4680668.310000001,28476540.689999998,28899358.650000006,-422817.9600000006,-1.48,1105992.03,0.0,-1134594.6399999994,-3.98,6.05,1.002
PROD_1013,SKU-CON-SMA-1013,KritiTech Smartphone V1,Consumer Electronics,Smartphones,KritiTech,41679,35907.07,-1.58,807.0,33634953.0,6278274.489999999,27356678.509999994,28977005.490000017,-1620326.9800000011,-5.92,1065142.61,0.0,-1512009.8499999999,-5.53,8.3,1.013
PROD_1045,SKU-CON-LAP-1045,KritiTech Laptops & Tablet V3,Consumer Electronics,Laptops & Tablets,KritiTech,52279,43983.71,-2.09,727.0,38006833.0,11275796.099999998,26731036.9,31976157.17000001,-5245120.269999998,-19.62,1058627.1000000003,0.0,-3667934.29,-13.72,10.83,1.016
PROD_1025,SKU-CON-AUD-1025,AuraGadgets Audio & Headphone V1,Consumer Electronics,Audio & Headphones,AuraGadgets,39919,33422.02,-2.11,728.0,29061032.0,5631173.74,23429858.259999998,24331230.55999999,-901372.2999999996,-3.85,891532.3,0.0,-704289.5099999994,-3.01,8.9,1.005
PROD_1007,SKU-CON-SMA-1007,VoltDevices Smartphone V1,Consumer Electronics,Smartphones,VoltDevices,35019,28067.11,-1.79,813.0,28470447.0,5348311.799999998,23122135.2,22818560.429999992,303574.77000000014,1.31,815934.7199999999,0.0,508125.22000000003,2.2,10.5,1.025
PROD_1048,SKU-CON-WEA-1048,TechMax Wearable V3,Consumer Electronics,Wearables,TechMax,40429,34599.74,-1.48,753.0,30443037.0,7357956.72,23085080.279999994,26053604.220000003,-2968523.939999999,-12.86,968019.89,0.0,-2229485.890000001,-9.66,10.48,0.997
PROD_1037,SKU-CON-LAP-1037,VoltDevices Laptops & Tablet V1,Consumer Electronics,Laptops & Tablets,VoltDevices,22439,19663.55,-1.8,1219.0,27353141.0,4352425.500000001,23000715.500000007,23969867.45,-969151.9500000009,-4.21,956139.3499999996,0.0,-1687186.5900000005,-7.34,7.4,1.016
PROD_1028,SKU-CON-AUD-1028,KritiTech Audio & Headphone V1,Consumer Electronics,Audio & Headphones,KritiTech,18319,15979.7,-2.07,1453.0,26617507.0,4209358.13,22408148.870000005,23218504.1,-810355.2300000003,-3.62,1087964.0300000003,0.0,-1056302.9100000001,-4.71,10.24,1.024
PROD_1047,SKU-CON-WEA-1047,TechMax Wearable V2,Consumer Electronics,Wearables,TechMax,20459,16653.66,-1.76,1336.0,27333224.0,5885706.500000002,21447517.5,22249289.760000017,-801772.2600000002,-3.74,1067285.7899999998,0.0,-986616.3699999994,-4.6,11.43,1.008
PROD_1001,SKU-CON-SMA-1001,TechMax Smartphone V1,Consumer Electronics,Smartphones,TechMax,29029,22785.69,-1.72,887.0,25748723.0,4388430.050000001,21360292.95,20210907.030000005,1149385.92,5.38,1037594.4599999994,0.0,1041186.8100000002,4.87,10.66,1.006
PROD_1035,SKU-CON-LAP-1035,SonicX Laptops & Tablet V2,Consumer Electronics,Laptops & Tablets,SonicX,39629,32087.53,-1.42,710.0,28136590.0,7047859.130000003,21088730.869999986,22782146.299999993,-1693415.430000001,-8.03,908205.2199999997,0.0,-1093618.3199999998,-5.19,11.31,1.019
PROD_1005,SKU-CON-SMA-1005,SonicX Smartphone V2,Consumer Electronics,Smartphones,SonicX,23859,19743.9,-1.97,1061.0,25314399.0,4549959.029999999,20764439.97,20948277.900000006,-183837.93000000063,-0.89,906550.3499999999,0.0,-146516.69999999998,-0.71,9.99,1.021
PROD_1056,SKU-CON-WEA-1056,AuraGadgets Wearable V2,Consumer Electronics,Wearables,AuraGadgets,49829,41017.7,-1.91,485.0,24167065.0,3621920.519999999,20545144.48,19893584.500000004,651559.9800000006,3.17,970392.3099999996,0.0,423993.48,2.06,9.41,1.023
PROD_1055,SKU-CON-WEA-1055,AuraGadgets Wearable V1,Consumer Electronics,Wearables,AuraGadgets,25419,20471.21,-1.52,926.0,23537994.0,4039994.170000001,19497999.83,18956340.460000012,541659.3699999999,2.78,991101.7299999996,0.0,-290888.81000000006,-1.49,7.83,0.994
PROD_1054,SKU-CON-WEA-1054,VoltDevices Wearable V3,Consumer Electronics,Wearables,VoltDevices,49419,42380.4,-2.01,520.0,25697880.0,6460941.209999999,19236938.79,22037807.999999996,-2800869.2099999995,-14.56,801618.2700000001,0.0,-2995864.3,-15.57,11.76,1.001
PROD_1008,SKU-CON-SMA-1008,VoltDevices Smartphone V2,Consumer Electronics,Smartphones,VoltDevices,45039,39425.11,-2.06,452.0,20357628.0,1902762.63,18454865.37,17820149.719999995,634715.6499999999,3.44,1038158.1399999995,0.0,-338248.53999999986,-1.83,5.71,1.029
PROD_1016,SKU-CON-AUD-1016,TechMax Audio & Headphone V1,Consumer Electronics,Audio & Headphones,TechMax,30069,25644.8,-1.91,759.0,22822371.0,4387006.969999999,18435364.02999999,19464403.200000003,-1029039.1700000006,-5.58,854608.1599999997,1832.06,-1611018.5799999991,-8.74,7.48,0.997
PROD_1129,SKU-HOM-SMA-1129,PureHome Small Appliance V3,Home & Kitchen,Small Appliances,PureHome,14039,7601.13,-1.18,1598.0,22434322.0,4433684.69,18000637.310000002,12146605.740000004,5854031.57,32.52,722209.5500000002,2189.39,5801234.52,32.23,13.26,0.91
PROD_1046,SKU-CON-WEA-1046,TechMax Wearable V1,Consumer Electronics,Wearables,TechMax,26569,23079.23,-1.5,860.0,22849340.0,5088999.680000001,17760340.32,19848137.800000016,-2087797.4799999993,-11.76,929718.1300000002,0.0,-1576418.3800000001,-8.88,9.66,1.024
PROD_1128,SKU-HOM-SMA-1128,PureHome Small Appliance V2,Home & Kitchen,Small Appliances,PureHome,14289,8057.35,-0.95,1494.0,21347766.0,4116889.53,17230876.47,12037680.899999999,5193195.57,30.14,1057997.4000000001,0.0,5110761.079999997,29.66,12.4,0.911
PROD_1012,SKU-CON-SMA-1012,AuraGadgets Smartphone V3,Consumer Electronics,Smartphones,AuraGadgets,20519,16697.29,-1.78,985.0,20211215.0,3241017.1,16970197.900000002,16446830.649999999,523367.2499999994,3.08,819965.4800000008,0.0,20133.06000000005,0.12,6.01,1.03
PROD_1017,SKU-CON-AUD-1017,TechMax Audio & Headphone V2,Consumer Electronics,Audio & Headphones,TechMax,22149,18289.1,-1.56,904.0,20022696.0,4844717.21,15177978.790000001,16533346.4,-1355367.6099999999,-8.93,803572.9699999996,3721.91,-1414351.8800000004,-9.32,9.09,1.013
PROD_1180,SKU-HOM-STO-1180,SmartLiving Storage Solution V3,Home & Kitchen,Storage Solutions,SmartLiving,12589,6616.72,-0.76,1458.0,18354762.0,3389953.35,14964808.65,9647177.760000002,5317630.889999999,35.53,603587.0200000001,0.0,5348856.799999998,35.74,9.13,0.9
PROD_1060,SKU-CON-WEA-1060,KritiTech Wearable V3,Consumer Electronics,Wearables,KritiTech,22139,19428.49,-2.06,847.0,18751733.0,4796480.76,13955252.240000006,16455931.030000022,-2500678.789999998,-17.92,646356.8499999997,0.0,-2155730.91,-15.45,9.54,1.012
PROD_1172,SKU-HOM-STO-1172,PureHome Storage Solution V1,Home & Kitchen,Storage Solutions,PureHome,13999,8272.26,-1.03,1111.0,15552889.0,2551317.7499999995,13001571.249999998,9190480.859999992,3811090.390000001,29.31,616984.4600000001,0.0,3374399.0500000003,25.95,9.0,0.89
PROD_1032,SKU-CON-LAP-1032,TechMax Laptops & Tablet V2,Consumer Electronics,Laptops & Tablets,TechMax,18249,15279.69,-1.51,768.0,14015232.0,1544066.1400000001,12471165.860000003,11734801.920000004,736363.94,5.9,624114.7799999998,3388.55,165469.00000000003,1.33,8.01,0.983
PROD_1171,SKU-HOM-STO-1171,LivingSpace Storage Solution V3,Home & Kitchen,Storage Solutions,LivingSpace,12399,7919.68,-0.8,1144.0,14184456.0,2453241.3399999994,11731214.66,9060113.919999998,2671100.7399999993,22.77,769811.6199999999,0.0,2207556.83,18.82,9.14,0.87
PROD_1022,SKU-CON-AUD-1022,VoltDevices Audio & Headphone V1,Consumer Electronics,Audio & Headphones,VoltDevices,24359,20643.81,-1.69,578.0,14079502.0,2446374.3600000003,11633127.639999999,11932122.179999996,-298994.53999999986,-2.57,549208.4599999997,0.0,-266064.3099999999,-2.29,9.27,1.004
PROD_1041,SKU-CON-LAP-1041,AuraGadgets Laptops & Tablet V2,Consumer Electronics,Laptops & Tablets,AuraGadgets,28529,23301.61,-1.77,472.0,13465688.0,2373413.0999999996,11092274.899999999,10998359.920000002,93914.98000000017,0.85,519254.8899999999,0.0,-227405.7000000001,-2.05,6.92,1.023
PROD_1123,SKU-HOM-SMA-1123,ChefCraft Small Appliance V3,Home & Kitchen,Small Appliances,ChefCraft,14289,7681.16,-0.83,950.0,13574550.0,2770379.89,10804170.110000001,7297102.000000003,3507068.11,32.46,433851.03000000014,0.0,3451469.770000002,31.95,10.79,0.892
PROD_1132,SKU-HOM-SMA-1132,HomeComfort Small Appliance V3,Home & Kitchen,Small Appliances,HomeComfort,12699,7683.01,-1.04,1071.0,13600629.0,3210421.4899999993,10390207.510000002,8228503.709999995,2161703.8,20.81,591338.6799999999,0.0,2273714.48,21.88,11.78,0.91
PROD_1173,SKU-HOM-STO-1173,PureHome Storage Solution V2,Home & Kitchen,Storage Solutions,PureHome,11719,7618.21,-0.94,1062.0,12445578.0,2511428.5599999996,9934149.440000001,8090539.019999995,1843610.4200000009,18.56,576621.0199999999,0.0,1826915.0099999988,18.39,8.85,0.88
PROD_1039,SKU-CON-LAP-1039,VoltDevices Laptops & Tablet V3,Consumer Electronics,Laptops & Tablets,VoltDevices,12149,10096.48,-2.01,950.0,11541550.0,1667535.2799999998,9874014.72,9591656.000000004,282358.7200000003,2.86,666475.3000000002,0.0,-145869.83000000002,-1.48,6.71,1.005
PROD_1137,SKU-HOM-COO-1137,ChefCraft Cookware & Dining V2,Home & Kitchen,Cookware & Dining,ChefCraft,9579,5964.79,-0.8,1258.0,12050382.0,2300981.159999999,9749400.839999998,7503705.820000003,2245695.0199999986,23.03,387084.65999999986,1975.86,2270862.0700000008,23.29,8.78,0.916
PROD_1163,SKU-HOM-HOM-1163,SmartLiving Home Decor V1,Home & Kitchen,Home Decor,SmartLiving,11999,7202.39,-0.88,1055.0,12658945.0,2976567.9399999995,9682377.06,7598521.449999997,2083855.6100000006,21.52,398404.82000000007,0.0,2403115.77,24.82,9.61,0.87
PROD_1057,SKU-CON-WEA-1057,AuraGadgets Wearable V3,Consumer Electronics,Wearables,AuraGadgets,20989,17958.21,-1.89,568.0,11921752.0,2425992.5500000003,9495759.449999997,10200263.280000005,-704503.8299999996,-7.42,503907.67000000016,0.0,-759070.59,-7.99,8.28,1.016
PROD_1002,SKU-CON-SMA-1002,TechMax Smartphone V2,Consumer Electronics,Smartphones,TechMax,12969,11210.41,-1.51,875.0,11347875.0,2090810.2899999998,9257064.709999999,9809108.750000004,-552044.0399999997,-5.96,404303.6999999999,0.0,-596483.92,-6.44,7.63,1.008
PROD_1143,SKU-HOM-COO-1143,PureHome Cookware & Dining V2,Home & Kitchen,Cookware & Dining,PureHome,13639,8514.54,-0.73,840.0,11456760.0,2242087.92,9214672.079999998,7152213.600000003,2062458.4799999997,22.38,364136.20999999973,0.0,2053822.7899999996,22.29,9.07,0.897
PROD_1141,SKU-HOM-COO-1141,LivingSpace Cookware & Dining V3,Home & Kitchen,Cookware & Dining,LivingSpace,10799,6975.35,-1.19,963.0,10399437.0,1307175.7600000002,9092261.24,6717262.050000003,2374999.1900000004,26.12,426196.06999999995,0.0,2115049.4099999997,23.26,9.8,0.894
PROD_1126,SKU-HOM-SMA-1126,LivingSpace Small Appliance V3,Home & Kitchen,Small Appliances,LivingSpace,10709,6363.55,-0.71,1021.0,10933889.0,1941402.4900000002,8992486.510000002,6497184.550000002,2495301.9599999995,27.75,377302.42999999993,0.0,2552103.85,28.38,10.59,0.901
PROD_1153,SKU-HOM-HOM-1153,ChefCraft Home Decor V3,Home & Kitchen,Home Decor,ChefCraft,7949,4527.25,-0.72,1385.0,11009365.0,2276792.32,8732572.680000003,6270241.25,2462331.4300000006,28.2,373400.4599999999,0.0,2476230.9000000004,28.36,9.82,0.899
PROD_1136,SKU-HOM-COO-1136,ChefCraft Cookware & Dining V1,Home & Kitchen,Cookware & Dining,ChefCraft,14349,8365.64,-0.8,737.0,10575213.0,2155492.4399999995,8419720.560000002,6165476.679999996,2254243.88,26.77,465011.2699999998,0.0,2100778.1,24.95,10.03,0.924
PROD_1164,SKU-HOM-HOM-1164,SmartLiving Home Decor V2,Home & Kitchen,Home Decor,SmartLiving,9129,5118.9,-1.12,1063.0,9704127.0,1601071.41,8103055.589999999,5441390.699999998,2661664.8900000006,32.85,342556.79000000004,0.0,2747512.91,33.91,8.43,0.928
PROD_1138,SKU-HOM-COO-1138,ChefCraft Cookware & Dining V3,Home & Kitchen,Cookware & Dining,ChefCraft,8189,4556.6,-0.69,1219.0,9982391.0,2020291.7900000003,7962099.210000002,5554495.400000002,2407603.809999999,30.24,391984.80000000016,2517.24,2577653.049999999,32.37,9.37,0.9
PROD_1157,SKU-HOM-HOM-1157,PureHome Home Decor V1,Home & Kitchen,Home Decor,PureHome,9579,5948.31,-0.75,953.0,9128787.0,1557612.45,7571174.550000002,5668739.430000001,1902435.1199999996,25.13,345579.59999999974,4697.57,1855615.8700000003,24.51,8.09,0.874
PROD_1125,SKU-HOM-SMA-1125,LivingSpace Small Appliance V2,Home & Kitchen,Small Appliances,LivingSpace,9089,6067.48,-0.61,969.0,8807241.0,1564780.4200000002,7242460.580000001,5879388.119999999,1363072.460000001,18.82,375032.57000000024,0.0,1150623.9300000004,15.89,8.41,0.9
PROD_1127,SKU-HOM-SMA-1127,PureHome Small Appliance V1,Home & Kitchen,Small Appliances,PureHome,10519,6879.23,-0.71,854.0,8983226.0,1804702.7500000002,7178523.25,5874862.420000005,1303660.8300000003,18.16,349275.99999999994,0.0,1273354.57,17.74,8.59,0.883
PROD_1160,SKU-HOM-HOM-1160,HomeComfort Home Decor V1,Home & Kitchen,Home Decor,HomeComfort,8359,5359.83,-0.97,982.0,8208538.0,1405415.3899999997,6803122.609999999,5263353.060000004,1539769.5499999996,22.63,343202.8399999999,0.0,1390884.2099999995,20.44,9.1,0.886
PROD_1159,SKU-HOM-HOM-1159,PureHome Home Decor V3,Home & Kitchen,Home Decor,PureHome,8059,4793.99,-0.93,957.0,7712463.0,1202999.1600000001,6509463.840000002,4587848.430000003,1921615.4100000004,29.52,248936.12000000008,0.0,1789662.1199999999,27.49,8.71,0.909
PROD_1131,SKU-HOM-SMA-1131,HomeComfort Small Appliance V2,Home & Kitchen,Small Appliances,HomeComfort,9239,5719.47,-0.69,822.0,7594458.0,1204433.0,6390025.000000001,4701404.34,1688620.6600000013,26.43,337142.6100000001,0.0,1634784.5999999999,25.58,11.79,0.908
PROD_1034,SKU-CON-LAP-1034,SonicX Laptops & Tablet V1,Consumer Electronics,Laptops & Tablets,SonicX,10309,8723.87,-1.94,755.0,7783295.0,1434208.71,6349086.29,6586521.850000005,-237435.55999999988,-3.74,342682.7599999999,0.0,-467973.9300000003,-7.37,7.37,1.028
PROD_1103,SKU-APP-FOO-1103,IndiStyle Footwear V1,Apparel & Fashion,Footwear,IndiStyle,5479,2913.42,-1.13,1388.0,7604852.0,1312390.3399999994,6292461.659999999,4043826.959999999,2248634.7,35.74,383486.61,0.0,2136027.11,33.95,8.03,0.987
PROD_1134,SKU-HOM-SMA-1134,SmartLiving Small Appliance V2,Home & Kitchen,Small Appliances,SmartLiving,14949,8836.82,-0.63,511.0,7638939.0,1428616.1399999994,6210322.860000003,4515615.019999998,1694707.8399999999,27.29,401379.02,982.08,1731609.6500000004,27.88,6.71,0.913
PROD_1092,SKU-APP-FOO-1092,VedaStyles Footwear V2,Apparel & Fashion,Footwear,VedaStyles,5679,2684.91,-1.17,1344.0,7632576.0,1563394.6099999994,6069181.389999998,3608519.040000001,2460662.3500000006,40.54,331645.45,1005.09,2334093.6600000015,38.46,10.84,0.993
PROD_1121,SKU-HOM-SMA-1121,ChefCraft Small Appliance V1,Home & Kitchen,Small Appliances,ChefCraft,9739,5538.38,-0.82,748.0,7284772.0,1269225.4600000002,6015546.539999999,4142708.2399999993,1872838.3000000003,31.13,296225.82000000007,5027.6,1721354.1500000004,28.62,7.83,0.901
PROD_1011,SKU-CON-SMA-1011,AuraGadgets Smartphone V2,Consumer Electronics,Smartphones,AuraGadgets,10469,8694.32,-1.47,699.0,7317831.0,1425919.67,5891911.330000002,6077329.6800000025,-185418.3499999999,-3.15,253713.07999999987,0.0,-347194.76000000024,-5.89,10.42,1.008
PROD_1074,SKU-APP-ETH-1074,IndiStyle Ethnic Wear V2,Apparel & Fashion,Ethnic Wear,IndiStyle,5019,2398.89,-1.43,1365.0,6850935.0,1183992.12,5666942.88,3274484.849999999,2392458.0300000003,42.22,263509.17999999993,0.0,2231934.219999999,39.39,7.64,1.005
PROD_1135,SKU-HOM-SMA-1135,SmartLiving Small Appliance V3,Home & Kitchen,Small Appliances,SmartLiving,12859,8235.22,-1.12,503.0,6468077.0,824531.9399999998,5643545.059999999,4142315.660000002,1501229.4000000008,26.6,301975.9999999999,0.0,1314225.72,23.29,7.33,0.9
PROD_1015,SKU-CON-SMA-1015,KritiTech Smartphone V3,Consumer Electronics,Smartphones,KritiTech,7999,6882.35,-1.94,872.0,6975128.0,1409039.8499999999,5566088.150000002,6001409.199999999,-435321.05,-7.82,227373.78999999992,0.0,-240003.6800000002,-4.31,8.39,1.017
PROD_1042,SKU-CON-LAP-1042,AuraGadgets Laptops & Tablet V3,Consumer Electronics,Laptops & Tablets,AuraGadgets,8139,6482.47,-2.05,741.0,6030999.0,713065.9199999999,5317933.08,4803510.27,514422.81000000023,9.67,219870.4499999999,0.0,335467.12000000005,6.31,9.39,1.027
PROD_1078,SKU-APP-WES-1078,VedaStyles Western Wear V3,Apparel & Fashion,Western Wear,VedaStyles,4869,2414.21,-1.75,1375.0,6694875.0,1423374.2300000007,5271500.770000002,3319538.749999997,1951962.020000001,37.03,262686.67999999993,0.0,1878776.83,35.64,8.54,0.999
PROD_1067,SKU-APP-ETH-1067,MetroTreads Ethnic Wear V1,Apparel & Fashion,Ethnic Wear,MetroTreads,5319,2137.42,-1.31,1199.0,6377481.0,1153254.96,5224226.039999998,2562766.5799999987,2661459.4599999995,50.94,318837.2899999998,0.0,2638591.0100000007,50.51,10.32,1.013
PROD_1122,SKU-HOM-SMA-1122,ChefCraft Small Appliance V2,Home & Kitchen,Small Appliances,ChefCraft,9099,4875.38,-1.03,729.0,6633171.0,1432746.7300000002,5200424.2700000005,3554152.020000001,1646272.2500000002,31.66,203602.17000000004,0.0,1922299.3000000003,36.96,10.65,0.886
PROD_1071,SKU-APP-ETH-1071,RoyaleFashions Ethnic Wear V2,Apparel & Fashion,Ethnic Wear,RoyaleFashions,5389,2599.66,-1.73,1216.0,6553024.0,1429017.2899999998,5124006.710000001,3161186.5599999996,1962820.1500000001,38.31,266181.22,521.18,1957110.2599999995,38.19,11.0,1.002
PROD_1176,SKU-HOM-STO-1176,HomeComfort Storage Solution V2,Home & Kitchen,Storage Solutions,HomeComfort,8359,5614.81,-1.12,698.0,5834582.0,794639.9599999998,5039942.04,3919137.3800000018,1120804.6600000001,22.24,216129.76000000004,0.0,976353.3300000002,19.37,6.35,0.888
PROD_1106,SKU-APP-FAS-1106,VedaStyles Fashion Accessorie V1,Apparel & Fashion,Fashion Accessories,VedaStyles,4849,1901.18,-1.45,1247.0,6046703.0,1017572.34,5029130.659999999,2370771.46,2658359.1999999997,52.86,230412.89000000007,0.0,2577807.09,51.26,8.56,0.989
PROD_1117,SKU-APP-FAS-1117,RoyaleFashions Fashion Accessorie V3,Apparel & Fashion,Fashion Accessories,RoyaleFashions,5789,2749.92,-1.19,1064.0,6159496.0,1139535.71,5019960.289999999,2925914.88,2094045.4099999997,41.71,252178.30000000002,0.0,1965755.7600000005,39.16,8.98,1.006
PROD_1112,SKU-APP-FAS-1112,MetroTreads Fashion Accessorie V1,Apparel & Fashion,Fashion Accessories,MetroTreads,4969,1791.57,-1.27,1228.0,6101932.0,1223248.56,4878683.4399999995,2200047.959999999,2678635.480000001,54.9,355585.9,0.0,2575427.079999999,52.79,11.11,0.967
PROD_1146,SKU-HOM-COO-1146,HomeComfort Cookware & Dining V2,Home & Kitchen,Cookware & Dining,HomeComfort,7319,3829.26,-1.0,818.0,5986942.0,1114347.04,4872594.959999999,3132334.6799999983,1740260.2799999996,35.72,270816.60000000003,0.0,1840205.94,37.77,11.1,0.892
