customer_id,customer_name,customer_type,region,city_tier,contract_discount_pct,total_orders,total_units_purchased,total_gross_revenue_inr,total_discount_inr,total_net_revenue_inr,total_cogs_inr,total_fulfillment_cost_inr,total_pocket_profit_inr,customer_pocket_margin_pct
CUST_00392,Client Account 0392,B2B SMB,South,Tier 2,0.106,32,2257.0,36751637.0,5923878.58,30827758.419999998,29199354.21999999,1422832.0399999993,1790067.27,5.81
CUST_00354,Client Account 0354,B2B SMB,West,Tier 1,0.099,26,1806.0,23135594.0,2927547.9899999998,20208046.01000001,18037712.64,839946.95,1711714.5100000002,8.47
CUST_00395,Client Account 0395,B2B SMB,East,Tier 3,0.114,35,2971.0,34647469.0,4388746.22,30258722.78,27243011.61,1497900.75,1706430.9699999997,5.64
CUST_00462,Client Account 0462,B2B SMB,South,Tier 1,0.124,37,2912.0,17197709.0,4463314.430000002,12734394.569999998,11165160.67,586750.77,1669965.5800000003,13.11
CUST_00377,Client Account 0377,B2B SMB,North,Tier 2,0.082,37,3119.0,29807131.0,6399206.87,23407924.130000003,21858490.59,1244023.29,1627565.48,6.95
CUST_00402,Client Account 0402,B2B SMB,East,Tier 3,0.095,31,2586.0,31625340.0,4360090.18,27265249.819999997,25119528.390000004,1205355.97,1569688.8699999999,5.76
CUST_00202,Client Account 0202,B2B SMB,East,Tier 1,0.111,33,2402.0,43993170.0,6596401.3999999985,37396768.599999994,34919746.279999994,1878271.1500000001,1521980.9000000001,4.07
CUST_00497,Client Account 0497,B2B SMB,West,Tier 1,0.102,22,2037.0,6801341.0,1212942.82,5588398.180000001,4037515.3400000003,384250.15,1486591.54,26.6
CUST_00159,Client Account 0159,B2B SMB,West,Tier 2,0.112,24,1823.0,12453181.0,1833651.24,10619529.759999998,8929843.030000003,454474.35,1461374.7099999997,13.76
CUST_00223,Client Account 0223,B2B SMB,West,Tier 2,0.094,36,3018.0,31888102.0,6214999.33,25673102.669999994,24026148.529999997,1154310.46,1403644.9999999998,5.47
CUST_00180,Client Account 0180,B2B Enterprise,East,Tier 1,0.171,32,2773.0,32417500.0,6844552.409999998,25572947.59,24242718.430000007,1086684.67,1364709.4899999998,5.34
CUST_00149,Client Account 0149,B2B SMB,East,Tier 2,0.133,36,3303.0,63473823.0,12268961.65,51204861.35,49879198.220000006,2649596.0200000005,1361340.5200000003,2.66
CUST_00035,Client Account 0035,B2B SMB,East,Tier 3,0.127,32,2503.0,34007588.0,5989652.730000001,28017935.27,26195029.339999996,1444837.8699999999,1258675.9599999997,4.49
CUST_00090,Client Account 0090,B2B SMB,North,Tier 1,0.104,37,2502.0,23278910.0,3957019.88,19321890.12,17923250.220000003,808480.72,1257636.21,6.51
CUST_00265,Client Account 0265,B2B SMB,North,Tier 2,0.129,36,3006.0,36453467.0,7585107.0200000005,28868359.98,27500054.41,1374671.6800000004,1248153.19,4.32
CUST_00126,Client Account 0126,B2B SMB,South,Tier 1,0.107,26,2219.0,28519436.0,6071182.08,22448253.92,21802228.36,1574521.35,1162390.2300000004,5.18
CUST_00049,Client Account 0049,B2B SMB,West,Tier 1,0.08,31,2646.0,22203972.0,3354112.3000000003,18849859.7,17312000.119999997,937860.8900000001,1162181.3300000003,6.17
CUST_00290,Client Account 0290,B2B SMB,West,Tier 2,0.14,33,2606.0,43254834.0,7126869.990000002,36127964.010000005,34051347.260000005,1648035.1299999997,1125315.3900000001,3.11
CUST_00062,Client Account 0062,B2B Enterprise,West,Tier 1,0.183,37,3166.0,38858299.0,8486392.560000002,30371906.439999994,29413668.110000007,1275469.7199999995,1053694.62,3.47
CUST_00300,Client Account 0300,B2B Enterprise,East,Tier 2,0.194,32,2524.0,29339026.0,6164754.670000001,23174271.330000002,21316205.880000003,1085042.7999999998,956210.36,4.13
CUST_00094,Client Account 0094,B2B SMB,South,Tier 1,0.11,34,2662.0,23701921.0,5130521.439999999,18571399.56,17660637.51,902291.4199999999,850677.75,4.58
CUST_00471,Client Account 0471,B2B SMB,South,Tier 2,0.12,22,1890.0,15417299.0,3596445.04,11820853.96,10843116.19,599302.9199999999,849728.74,7.19
CUST_00289,Client Account 0289,B2B SMB,East,Tier 2,0.094,16,1161.0,14212577.0,2490070.7300000004,11722506.27,10657019.6,461753.37,810469.4099999999,6.91
CUST_00233,Client Account 0233,B2B Enterprise,North,Tier 1,0.205,36,2936.0,26993051.0,7528261.2,19464789.799999993,20219146.86,710280.6999999998,790490.2899999998,4.06
CUST_00355,Client Account 0355,B2B SMB,East,Tier 1,0.119,35,2707.0,34533722.0,5608921.119999999,28924800.880000003,27792616.209999997,1289514.5,692371.8199999997,2.39
CUST_00097,Client Account 0097,B2B SMB,South,Tier 1,0.139,27,2160.0,28088710.0,7323999.350000001,20764710.650000002,20568148.560000002,883285.6600000001,571868.5499999998,2.75
CUST_00412,Client Account 0412,B2B SMB,North,Tier 1,0.108,37,3293.0,25504540.0,6283609.560000001,19220930.439999994,18632286.33,1572632.4999999995,413674.7799999998,2.15
CUST_00201,Client Account 0201,B2B Enterprise,North,Tier 1,0.184,31,2070.0,17905975.0,4407487.26,13498487.740000002,13645368.66,593093.0900000001,374677.14,2.78
CUST_00404,Client Account 0404,B2B SMB,West,Tier 2,0.134,26,1907.0,34952931.0,6297287.87,28655643.13,27930235.580000002,1340967.45,360129.8699999999,1.26
CUST_00276,Client Account 0276,B2B Enterprise,North,Tier 3,0.187,21,1520.0,4970125.0,1303632.26,3666492.7400000007,3156976.93,316300.27,316365.48,8.63
CUST_00184,Client Account 0184,B2B SMB,East,Tier 2,0.1,28,2385.0,19725824.0,4800729.43,14925094.57,14621071.76,1054622.27,258443.84999999995,1.73
CUST_00391,Client Account 0391,B2B Enterprise,South,Tier 1,0.233,31,2475.0,15544163.0,4667493.369999998,10876669.629999999,10836065.329999998,650573.7899999999,258032.71000000002,2.37
CUST_00036,Client Account 0036,Retail Gold,West,Tier 3,0.0,28,82.0,1856588.0,65961.5,1790626.5,1479481.6299999997,92408.15999999997,250872.02000000002,14.01
CUST_00057,Client Account 0057,Retail Silver,South,Tier 1,0.0,38,94.0,1752276.0,133065.0,1619211.0000000002,1344740.3099999998,73604.69,236950.14999999997,14.63
CUST_00033,Client Account 0033,Retail Standard,North,Tier 1,0.0,35,82.0,1363992.0,27032.62,1336959.3800000001,1054315.06,58519.28,233914.07,17.5
CUST_00007,Client Account 0007,Retail Gold,North,Tier 2,0.0,32,81.0,1795859.0,48616.84,1747242.16,1466052.12,72858.14000000001,228326.54000000004,13.07
CUST_00305,Client Account 0305,Retail Standard,West,Tier 2,0.0,37,86.0,1371570.0,85786.56999999996,1285783.4300000002,1031837.5300000001,55488.88000000002,228279.50999999998,17.75
CUST_00283,Client Account 0283,Retail Standard,North,Tier 2,0.0,34,91.0,1689497.0,66760.47,1622736.53,1364659.9899999998,68599.83999999998,216864.02999999997,13.36
CUST_00367,Client Account 0367,Retail Standard,North,Tier 3,0.0,44,117.0,1829611.0,103857.67000000001,1725753.3299999998,1439470.7899999998,101783.73999999999,211803.9,12.27
CUST_00489,Client Account 0489,Retail Gold,South,Tier 1,0.0,35,78.0,1783339.0,97150.18000000001,1686188.8199999998,1442484.72,72611.94,210455.34,12.48
CUST_00277,Client Account 0277,Retail Standard,East,Tier 1,0.0,32,77.0,1969641.0,115657.69999999998,1853983.2999999998,1601185.39,79983.66,210248.31000000006,11.34
CUST_00085,Client Account 0085,Retail Standard,South,Tier 2,0.0,40,99.0,1346846.0,45404.34000000001,1301441.66,1034739.5899999997,65898.95999999999,208372.41,16.01
CUST_00158,Client Account 0158,Retail Standard,North,Tier 1,0.0,35,84.0,1315637.0,52951.700000000004,1262685.3,1023348.5099999999,55347.2,206826.40000000005,16.38
CUST_00331,Client Account 0331,Retail Standard,East,Tier 1,0.0,30,80.0,966845.0,15210.58,951634.42,712443.6700000002,40033.409999999996,201204.99000000002,21.14
CUST_00139,Client Account 0139,Retail Standard,South,Tier 2,0.0,34,87.0,1185234.0,21821.120000000003,1163412.8800000001,927658.0499999999,44211.54,200509.44999999992,17.23
CUST_00386,Client Account 0386,Retail Gold,South,Tier 1,0.0,36,86.0,1021414.0,40512.659999999996,980901.3400000002,754098.7400000002,44742.96000000001,199476.35000000006,20.34
CUST_00218,Client Account 0218,Retail Silver,East,Tier 1,0.0,33,88.0,1057924.0,3457.42,1054466.58,812365.0399999996,46214.82,197305.63000000006,18.71
CUST_00120,Client Account 0120,Retail Standard,East,Tier 1,0.0,36,100.0,1184341.0,46703.39000000001,1137637.6099999999,907568.5,44948.13000000001,197249.40999999997,17.34
CUST_00357,Client Account 0357,Retail Silver,North,Tier 1,0.0,39,105.0,1594998.0,80376.28000000001,1514621.7199999997,1284342.5299999998,61251.770000000004,196245.57999999996,12.96
CUST_00274,Client Account 0274,Retail Gold,North,Tier 2,0.0,31,78.0,1538622.0,75117.37999999999,1463504.62,1225652.57,68046.77,196023.43999999997,13.39
CUST_00077,Client Account 0077,Retail Standard,South,Tier 1,0.0,41,101.0,1156875.0,24543.010000000002,1132331.99,894088.69,47477.28999999998,195147.61000000002,17.23
CUST_00189,Client Account 0189,Retail Gold,West,Tier 2,0.0,38,98.0,1603245.0,75405.54000000001,1527839.46,1288468.9400000002,74064.12999999999,193715.88000000006,12.68
CUST_00143,Client Account 0143,Retail Silver,South,Tier 1,0.0,27,67.0,1163091.0,54307.5,1108783.5,894219.7200000001,45500.31,193493.87999999998,17.45
CUST_00275,Client Account 0275,Retail Standard,South,Tier 1,0.0,34,92.0,1370646.0,53032.26,1317613.7399999998,1090033.23,49502.88999999999,193410.97999999995,14.68
CUST_00213,Client Account 0213,Retail Gold,North,Tier 2,0.0,37,94.0,1169491.0,57082.44,1112408.5600000003,882342.3300000001,52119.71000000001,192206.81,17.28
CUST_00387,Client Account 0387,Retail Silver,South,Tier 3,0.0,33,76.0,1179052.0,65255.46000000001,1113796.54,897120.5499999999,53596.33999999999,192193.03,17.26
CUST_00488,Client Account 0488,Retail Gold,West,Tier 3,0.0,44,95.0,996879.0,58062.0,938817.0,719883.8899999999,48151.77,191764.81000000003,20.43
CUST_00071,Client Account 0071,Retail Standard,East,Tier 2,0.0,36,99.0,1015481.0,77700.40000000001,937780.6,736147.68,42156.11,190466.44999999998,20.31
CUST_00288,Client Account 0288,Retail Standard,West,Tier 2,0.0,36,88.0,1108221.0,38177.78999999999,1070043.21,845826.3000000003,43663.37,189803.11000000004,17.74
CUST_00457,Client Account 0457,Retail Standard,South,Tier 2,0.0,32,93.0,1256443.0,69687.05999999998,1186755.9400000002,962936.1200000002,52412.069999999985,189779.53999999998,15.99
CUST_00318,Client Account 0318,Retail Silver,South,Tier 1,0.0,34,97.0,928432.0,46497.600000000006,881934.4,678046.66,37232.19,188939.91000000006,21.42
CUST_00019,Client Account 0019,Retail Standard,East,Tier 3,0.0,32,75.0,1178149.0,40164.18,1137984.82,893709.0299999999,67766.41,188473.22999999998,16.56
CUST_00234,Client Account 0234,Retail Silver,West,Tier 1,0.0,28,66.0,1044528.0,25567.77,1018960.23,795016.9000000001,46510.34999999998,187147.12999999998,18.37
CUST_00451,Client Account 0451,Retail Silver,South,Tier 2,0.0,31,70.0,1519382.0,110953.42000000001,1408428.5799999998,1201279.7699999998,63886.81,185947.94999999995,13.2
CUST_00475,Client Account 0475,Retail Standard,North,Tier 1,0.0,30,77.0,1156149.0,35402.22,1120746.7799999998,896637.4199999998,45407.31999999999,184994.63,16.51
CUST_00298,Client Account 0298,Retail Standard,North,Tier 2,0.0,32,86.0,1235687.0,22024.78,1213662.2200000002,978732.7000000001,57266.63,184671.99999999997,15.22
CUST_00303,Client Account 0303,B2B Enterprise,West,Tier 1,0.178,30,2260.0,27429702.0,5441530.400000001,21988171.599999998,20989298.4,1064375.67,183325.3000000001,0.83
CUST_00052,Client Account 0052,Retail Silver,West,Tier 2,0.0,29,77.0,921729.0,12299.95,909429.05,690861.0,40217.04,182859.56,20.11
CUST_00447,Client Account 0447,Retail Silver,South,Tier 3,0.0,30,69.0,1248761.0,72175.91,1176585.0900000003,971958.5200000003,47025.82,181414.30000000005,15.42
CUST_00261,Client Account 0261,Retail Silver,North,Tier 2,0.0,32,82.0,1030674.0,56494.439999999995,974179.56,764587.8200000001,47825.520000000004,180824.11,18.56
CUST_00151,Client Account 0151,Retail Standard,North,Tier 2,0.0,25,66.0,1118744.0,28894.089999999997,1089849.91,880081.94,43765.50999999999,179130.52000000005,16.44
CUST_00014,Client Account 0014,Retail Standard,South,Tier 2,0.0,32,89.0,988799.0,15036.859999999999,973762.14,760279.54,39193.58,178591.89,18.34
CUST_00272,Client Account 0272,Retail Standard,South,Tier 1,0.0,27,70.0,1005883.0,48663.56,957219.4400000001,745561.3399999999,47390.409999999996,178591.43000000005,18.66
CUST_00332,Client Account 0332,Retail Silver,West,Tier 1,0.0,31,89.0,971985.0,52933.78,919051.2200000001,710170.92,45508.58999999999,177935.25999999995,19.36
CUST_00264,Client Account 0264,Retail Gold,West,Tier 1,0.0,32,85.0,1190932.0,18326.94,1172605.0600000003,959600.3400000001,43357.12000000002,176669.28000000006,15.07
CUST_00330,Client Account 0330,Retail Silver,North,Tier 1,0.0,35,92.0,1201673.0,61153.55999999999,1140519.4400000002,939425.4500000002,51220.00999999999,175849.00000000003,15.42
CUST_00190,Client Account 0190,Retail Silver,South,Tier 2,0.0,38,100.0,1791955.0,187142.63,1604812.37,1414249.6300000004,72349.29,175448.86,10.93
CUST_00050,Client Account 0050,Retail Standard,South,Tier 2,0.0,28,65.0,1311985.0,67100.6,1244884.4,1035288.5099999998,53897.79,175107.5,14.07
CUST_00169,Client Account 0169,Retail Standard,East,Tier 2,0.0,34,89.0,1166987.0,71711.96,1095275.04,900895.9300000002,45662.56000000001,174304.27000000002,15.91
CUST_00024,Client Account 0024,Retail Silver,South,Tier 1,0.0,37,101.0,1048647.0,54390.219999999994,994256.7799999999,788653.29,44373.94999999999,173810.97999999998,17.48
CUST_00008,Client Account 0008,Retail Gold,East,Tier 1,0.0,33,89.0,1251345.0,43929.34,1207415.6600000001,988397.6500000001,60424.62999999997,173259.96000000005,14.35
CUST_00487,Client Account 0487,Retail Gold,East,Tier 2,0.0,25,72.0,1258528.0,45812.61,1212715.39,968705.2200000003,81419.49,172740.04000000004,14.24
CUST_00137,Client Account 0137,Retail Silver,East,Tier 2,0.0,36,89.0,838641.0,22032.38,816608.62,616532.5900000001,32923.49,172250.96999999997,21.09
CUST_00286,Client Account 0286,Retail Gold,East,Tier 1,0.0,39,98.0,1141115.0,36125.270000000004,1104989.73,885990.36,57473.649999999994,171792.94999999998,15.55
CUST_00080,Client Account 0080,Retail Gold,West,Tier 2,0.0,23,59.0,806521.0,16667.72,789853.28,591612.3999999999,32197.070000000007,171114.58999999997,21.66
CUST_00337,Client Account 0337,Retail Silver,West,Tier 1,0.0,39,86.0,892400.0,21340.649999999998,871059.3499999997,671943.99,37876.31,170829.17999999996,19.61
CUST_00384,Client Account 0384,Retail Silver,South,Tier 1,0.0,27,71.0,915593.0,13363.919999999998,902229.08,696214.9599999998,41612.38999999999,169322.33000000002,18.77
CUST_00421,Client Account 0421,Retail Standard,East,Tier 1,0.0,24,60.0,1188520.0,15046.47,1173473.5300000003,946537.3200000001,62984.88999999999,168715.47000000003,14.38
CUST_00439,Client Account 0439,Retail Silver,North,Tier 1,0.0,33,76.0,951836.0,54428.44,897407.5599999999,708205.88,46793.710000000014,168516.73,18.78
CUST_00022,Client Account 0022,Retail Standard,East,Tier 1,0.0,37,98.0,1265900.0,65150.37000000001,1200749.63,985610.9799999999,68364.54,168253.15000000005,14.01
CUST_00396,Client Account 0396,Retail Silver,East,Tier 1,0.0,29,78.0,1168887.0,32712.08,1136174.92,929341.0299999999,43615.78,168190.34,14.8
CUST_00038,Client Account 0038,Retail Standard,East,Tier 1,0.0,34,82.0,923704.0,28133.25,895570.75,698627.3100000002,36445.539999999986,168048.71,18.76
CUST_00473,Client Account 0473,Retail Gold,East,Tier 1,0.0,34,76.0,1172569.0,114729.36,1057839.64,887904.0800000001,41706.16000000001,167887.28,15.87
CUST_00031,Client Account 0031,Retail Silver,North,Tier 1,0.0,33,72.0,1029973.0,12997.289999999999,1016975.7099999998,796892.9899999998,56788.609999999986,167795.39,16.5
CUST_00429,Client Account 0429,Retail Standard,East,Tier 2,0.0,30,81.0,1310339.0,108782.78,1201556.2200000002,995329.4099999998,58762.05000000002,166710.56999999998,13.87
CUST_00459,Client Account 0459,Retail Silver,West,Tier 3,0.0,29,76.0,1069614.0,76999.54,992614.46,789771.0700000001,48585.470000000016,165586.66999999993,16.68
CUST_00419,Client Account 0419,Retail Standard,North,Tier 2,0.0,40,88.0,1459260.0,86663.39,1372596.61,1160326.6300000001,64776.97,165420.71,12.05
CUST_00203,Client Account 0203,Retail Gold,South,Tier 2,0.0,30,78.0,1202102.0,81390.69000000002,1120711.3099999998,924922.7899999998,41045.62000000001,165186.80000000002,14.74
CUST_00304,Client Account 0304,Retail Gold,East,Tier 3,0.0,32,84.0,923063.0,58469.81,864593.19,687105.18,35093.939999999995,164932.77000000002,19.08
CUST_00196,Client Account 0196,Retail Standard,West,Tier 1,0.0,34,84.0,992106.0,76235.79,915870.2100000001,733107.2800000003,38715.969999999994,162107.04999999996,17.7
CUST_00087,Client Account 0087,Retail Silver,West,Tier 1,0.0,38,90.0,1038591.0,32770.7,1005820.2999999999,814767.2200000001,44472.73999999999,162044.88999999996,16.11
CUST_00376,Client Account 0376,Retail Silver,North,Tier 1,0.0,39,107.0,1692293.0,166281.66,1526011.3399999999,1341317.3199999998,60298.74,160837.87000000002,10.54
CUST_00308,Client Account 0308,Retail Silver,North,Tier 2,0.0,32,72.0,729686.0,15990.629999999997,713695.37,524489.4,33777.78,160713.83,22.52
CUST_00224,Client Account 0224,Retail Silver,West,Tier 1,0.0,29,79.0,961910.0,60372.66,901537.3399999999,715945.8199999998,40386.17999999999,160439.54999999996,17.8
CUST_00352,Client Account 0352,Retail Silver,West,Tier 2,0.0,29,76.0,1308351.0,123718.94000000002,1184632.0599999998,1015132.3700000001,54470.01,159621.87,13.47
CUST_00027,Client Account 0027,Retail Gold,West,Tier 2,0.0,36,104.0,629014.0,27205.68,601808.32,422662.46,27064.1,159166.67999999996,26.45
CUST_00474,Client Account 0474,Retail Silver,North,Tier 2,0.0,38,90.0,1123218.0,56198.62999999999,1067019.37,875684.4300000002,43443.37,159080.24,14.91
CUST_00220,Client Account 0220,Retail Standard,North,Tier 2,0.0,32,78.0,991710.0,47253.15,944456.8500000001,765918.29,37477.119999999995,156714.48000000004,16.59
CUST_00124,Client Account 0124,Retail Silver,East,Tier 2,0.0,31,67.0,837511.0,47623.58,789887.4199999999,623178.92,31856.119999999995,156515.40999999995,19.81
CUST_00116,Client Account 0116,Retail Standard,East,Tier 1,0.0,30,74.0,844162.0,32632.92,811529.0800000001,628767.02,40006.59,156378.13999999998,19.27
CUST_00146,Client Account 0146,Retail Silver,North,Tier 2,0.0,40,101.0,1216345.0,120117.99,1096227.01,919008.6799999998,46854.27,155345.84,14.17
CUST_00020,Client Account 0020,Retail Silver,East,Tier 1,0.0,31,79.0,1177175.0,54815.4,1122359.5999999999,933245.68,52544.87,155075.75,13.82
CUST_00341,Client Account 0341,Retail Silver,North,Tier 2,0.0,38,100.0,899343.0,36824.06999999999,862518.9300000002,684149.5900000001,35079.02000000001,153625.91999999998,17.81
CUST_00211,Client Account 0211,Retail Standard,South,Tier 1,0.0,30,73.0,734223.0,10566.9,723656.1,544506.4799999999,28132.219999999998,153402.06000000003,21.2
CUST_00030,Client Account 0030,Retail Gold,South,Tier 1,0.0,35,94.0,1202239.0,92934.63,1109304.37,927617.5300000003,48210.179999999986,152764.87000000005,13.77
CUST_00150,Client Account 0150,Retail Standard,West,Tier 2,0.0,27,59.0,1016461.0,36837.380000000005,979623.62,806026.86,36792.87999999999,152013.18999999992,15.52
CUST_00480,Client Account 0480,Retail Gold,South,Tier 2,0.0,34,76.0,1221401.0,77593.73,1143807.2699999998,961618.3999999998,59126.729999999996,151433.08000000002,13.24
CUST_00294,Client Account 0294,Retail Silver,North,Tier 2,0.0,29,89.0,797660.0,41770.149999999994,755889.8500000001,576433.61,37650.03999999999,151233.40000000002,20.01
CUST_00217,Client Account 0217,Retail Silver,North,Tier 1,0.0,31,79.0,742701.0,21048.809999999998,721652.1900000002,547438.22,30794.730000000003,151161.55000000002,20.95
CUST_00207,Client Account 0207,Retail Silver,South,Tier 3,0.0,29,75.0,1125094.0,34187.759999999995,1090906.24,886611.41,61748.240000000005,150980.49000000002,13.84
CUST_00230,Client Account 0230,Retail Silver,East,Tier 1,0.0,36,87.0,680185.0,31318.8,648866.2,476425.56,26991.749999999996,150268.93,23.16
CUST_00118,Client Account 0118,Retail Silver,North,Tier 2,0.0,37,95.0,1401381.0,127949.34000000001,1273431.6600000001,1080207.8800000004,78780.44999999998,150173.81,11.79
CUST_00163,Client Account 0163,Retail Gold,West,Tier 3,0.0,22,61.0,1252321.0,76474.90000000001,1175846.0999999999,1008547.3899999998,43480.340000000004,149895.33,12.75
CUST_00078,Client Account 0078,Retail Standard,East,Tier 1,0.0,33,83.0,1084318.0,67474.73999999999,1016843.26,843563.0300000003,43328.72,149858.49,14.74
CUST_00380,Client Account 0380,Retail Gold,East,Tier 1,0.0,28,77.0,704773.0,41688.18,663084.8199999998,495542.6700000001,31882.710000000006,149339.31999999998,22.52
CUST_00205,Client Account 0205,Retail Gold,West,Tier 3,0.0,28,75.0,648235.0,2464.3600000000006,645770.64,464440.4799999999,32776.71000000001,149095.07,23.09
CUST_00021,Client Account 0021,Retail Gold,West,Tier 1,0.0,44,111.0,1155954.0,45350.829999999994,1110603.17,927235.1599999997,53228.299999999996,148837.83999999997,13.4
CUST_00232,Client Account 0232,Retail Silver,North,Tier 3,0.0,30,82.0,686436.0,26693.719999999998,659742.28,493642.48,27977.579999999994,148712.78999999998,22.54
CUST_00011,Client Account 0011,Retail Standard,East,Tier 2,0.0,34,74.0,723844.0,35259.52,688584.48,523100.2999999999,27279.499999999993,148626.73999999996,21.58
CUST_00438,Client Account 0438,Retail Standard,West,Tier 1,0.0,36,90.0,1418435.0,97685.06000000001,1320749.94,1136423.9600000002,53303.139999999985,148318.52999999997,11.23
CUST_00082,Client Account 0082,Retail Silver,East,Tier 3,0.0,25,69.0,1123845.0,91706.01,1032138.99,860004.2700000001,41985.61,148033.91000000003,14.34
CUST_00152,Client Account 0152,Retail Standard,West,Tier 1,0.0,28,71.0,947040.0,18006.260000000002,929033.74,744871.6499999999,41709.420000000006,147785.01000000004,15.91
CUST_00130,Client Account 0130,Retail Standard,West,Tier 3,0.0,31,81.0,880989.0,37019.24,843969.76,677076.8200000001,36504.95,147540.37,17.48
CUST_00104,Client Account 0104,Retail Standard,East,Tier 2,0.0,32,79.0,938713.0,45369.62,893343.38,722367.2,39379.14,146936.64,16.45
CUST_00032,Client Account 0032,Retail Silver,West,Tier 1,0.0,25,57.0,791330.0,6960.299999999999,784369.7000000001,608530.8800000001,31411.800000000003,146395.66,18.66
CUST_00493,Client Account 0493,Retail Standard,North,Tier 2,0.0,34,94.0,969221.0,67936.87,901284.1300000001,726520.1100000001,51931.75000000001,146220.9,16.22
CUST_00177,Client Account 0177,Retail Gold,South,Tier 3,0.0,27,65.0,763032.0,16565.91,746466.09,572892.0299999999,33014.82,145933.67999999996,19.55
CUST_00319,Client Account 0319,Retail Standard,South,Tier 1,0.0,34,86.0,931214.0,49059.9,882154.0999999999,714945.4700000001,39215.36999999999,145763.88,16.52
CUST_00138,Client Account 0138,Retail Silver,East,Tier 1,0.0,27,71.0,1070153.0,55966.619999999995,1014186.3800000001,840530.47,44075.93999999998,145720.72,14.37
CUST_00048,Client Account 0048,Retail Standard,West,Tier 3,0.0,29,69.0,959905.0,34221.840000000004,925683.16,746540.9900000001,41276.71,145515.93000000002,15.72
CUST_00368,Client Account 0368,Retail Silver,West,Tier 3,0.0,36,86.0,799223.0,14386.589999999998,784836.41,600036.03,44182.4,145472.72,18.54
CUST_00084,Client Account 0084,Retail Silver,East,Tier 2,0.0,29,70.0,812872.0,21103.71,791768.2899999999,620319.4700000001,32235.01,145455.52,18.37
