customer_id,customer_name,customer_segment,region,contract_discount_pct,created_date
CST_0090,Customer Account 0090,Retail Gold,South,0.0,2023-01-15
CST_0091,Customer Account 0091,B2B Enterprise,Central,0.128,2023-01-15
CST_0092,Customer Account 0092,Retail Gold,East,0.0,2023-01-15
CST_0093,Customer Account 0093,Retail Gold,South,0.0,2023-01-15
CST_0094,Customer Account 0094,Retail Standard,South,0.0,2023-01-15
CST_0095,Customer Account 0095,Retail Platinum,North-East,0.0,2023-01-15
CST_0096,Customer Account 0096,Retail Standard,Central,0.0,2023-01-15
CST_0097,Customer Account 0097,Retail Gold,Central,0.0,2023-01-15
CST_0098,Customer Account 0098,Retail Standard,Central,0.0,2023-01-15
CST_0099,Customer Account 0099,Retail Silver,West,0.0,2023-01-15
CST_0100,Customer Account 0100,Retail Platinum,West,0.0,2023-01-15
CST_0101,Customer Account 0101,Retail Standard,North,0.0,2023-01-15
CST_0102,Customer Account 0102,Retail Gold,East,0.0,2023-01-15
CST_0103,Customer Account 0103,B2B Enterprise,North,0.151,2023-01-15
CST_0104,Customer Account 0104,Retail Standard,Central,0.0,2023-01-15
CST_0105,Customer Account 0105,Retail Silver,South,0.0,2023-01-15
CST_0106,Customer Account 0106,Retail Standard,Central,0.0,2023-01-15
CST_0107,Customer Account 0107,Retail Silver,North,0.0,2023-01-15
CST_0108,Customer Account 0108,Retail Silver,Central,0.0,2023-01-15
CST_0109,Customer Account 0109,Retail Gold,South,0.0,2023-01-15
CST_0110,Customer Account 0110,Retail Standard,East,0.0,2023-01-15
CST_0111,Customer Account 0111,B2B Enterprise,South,0.183,2023-01-15
CST_0112,Customer Account 0112,Retail Silver,North,0.0,2023-01-15
CST_0113,Customer Account 0113,Retail Silver,Central,0.0,2023-01-15
CST_0114,Customer Account 0114,Retail Platinum,South,0.0,2023-01-15
CST_0115,Customer Account 0115,B2B Enterprise,West,0.2,2023-01-15
CST_0116,Customer Account 0116,Retail Silver,West,0.0,2023-01-15
CST_0117,Customer Account 0117,Retail Silver,North,0.0,2023-01-15
CST_0118,Customer Account 0118,Retail Standard,West,0.0,2023-01-15
CST_0119,Customer Account 0119,Retail Standard,West,0.0,2023-01-15
CST_0120,Customer Account 0120,Retail Standard,South,0.0,2023-01-15
CST_0121,Customer Account 0121,Retail Platinum,Central,0.0,2023-01-15
CST_0122,Customer Account 0122,B2B SMB,North-East,0.061,2023-01-15
CST_0123,Customer Account 0123,B2B SMB,West,0.08,2023-01-15
CST_0124,Customer Account 0124,Retail Silver,Central,0.0,2023-01-15
CST_0125,Customer Account 0125,Retail Standard,South,0.0,2023-01-15
CST_0126,Customer Account 0126,Retail Gold,West,0.0,2023-01-15
CST_0127,Customer Account 0127,Retail Gold,East,0.0,2023-01-15
CST_0128,Customer Account 0128,Retail Silver,South,0.0,2023-01-15
CST_0129,Customer Account 0129,Retail Silver,Central,0.0,2023-01-15
CST_0130,Customer Account 0130,B2B Enterprise,North,0.2,2023-01-15
CST_0131,Customer Account 0131,Retail Gold,South,0.0,2023-01-15
CST_0132,Customer Account 0132,Retail Gold,West,0.0,2023-01-15
CST_0133,Customer Account 0133,Retail Standard,East,0.0,2023-01-15
CST_0134,Customer Account 0134,Retail Gold,North-East,0.0,2023-01-15
CST_0135,Customer Account 0135,Retail Silver,East,0.0,2023-01-15
CST_0136,Customer Account 0136,Retail Gold,Central,0.0,2023-01-15
CST_0137,Customer Account 0137,Retail Standard,West,0.0,2023-01-15
CST_0138,Customer Account 0138,B2B SMB,North,0.092,2023-01-15
CST_0139,Customer Account 0139,Retail Silver,North,0.0,2023-01-15
CST_0140,Customer Account 0140,Retail Gold,West,0.0,2023-01-15
CST_0141,Customer Account 0141,B2B SMB,East,0.061,2023-01-15
CST_0142,Customer Account 0142,Retail Standard,East,0.0,2023-01-15
CST_0143,Customer Account 0143,Retail Gold,East,0.0,2023-01-15
CST_0144,Customer Account 0144,Retail Standard,East,0.0,2023-01-15
CST_0145,Customer Account 0145,Retail Silver,Central,0.0,2023-01-15
CST_0146,Customer Account 0146,B2B SMB,East,0.08,2023-01-15
CST_0147,Customer Account 0147,Retail Silver,East,0.0,2023-01-15
CST_0148,Customer Account 0148,Retail Standard,North,0.0,2023-01-15
CST_0149,Customer Account 0149,B2B SMB,Central,0.09,2023-01-15
CST_0150,Customer Account 0150,B2B SMB,South,0.086,2023-01-15
CST_0151,Customer Account 0151,Retail Standard,West,0.0,2023-01-15
CST_0152,Customer Account 0152,Retail Standard,East,0.0,2023-01-15
CST_0153,Customer Account 0153,Retail Silver,South,0.0,2023-01-15
CST_0154,Customer Account 0154,Retail Silver,Central,0.0,2023-01-15
CST_0155,Customer Account 0155,Retail Standard,North-East,0.0,2023-01-15
CST_0156,Customer Account 0156,Retail Standard,South,0.0,2023-01-15
CST_0157,Customer Account 0157,Retail Gold,West,0.0,2023-01-15
CST_0158,Customer Account 0158,Retail Standard,Central,0.0,2023-01-15
CST_0159,Customer Account 0159,Retail Silver,North-East,0.0,2023-01-15
CST_0160,Customer Account 0160,Retail Standard,Central,0.0,2023-01-15
CST_0161,Customer Account 0161,Retail Gold,East,0.0,2023-01-15
CST_0162,Customer Account 0162,Retail Platinum,North,0.0,2023-01-15
CST_0163,Customer Account 0163,Retail Silver,East,0.0,2023-01-15
CST_0164,Customer Account 0164,Retail Gold,West,0.0,2023-01-15
CST_0165,Customer Account 0165,Retail Standard,North-East,0.0,2023-01-15
CST_0166,Customer Account 0166,Retail Standard,South,0.0,2023-01-15
CST_0167,Customer Account 0167,Retail Standard,North-East,0.0,2023-01-15
CST_0168,Customer Account 0168,Retail Silver,Central,0.0,2023-01-15
CST_0169,Customer Account 0169,Retail Gold,North-East,0.0,2023-01-15
CST_0170,Customer Account 0170,B2B SMB,East,0.106,2023-01-15
CST_0171,Customer Account 0171,Retail Standard,North,0.0,2023-01-15
CST_0172,Customer Account 0172,Retail Silver,East,0.0,2023-01-15
CST_0173,Customer Account 0173,Retail Standard,East,0.0,2023-01-15
CST_0174,Customer Account 0174,Retail Gold,North,0.0,2023-01-15
CST_0175,Customer Account 0175,Retail Platinum,North-East,0.0,2023-01-15
CST_0176,Customer Account 0176,Retail Standard,Central,0.0,2023-01-15
CST_0177,Customer Account 0177,Retail Standard,Central,0.0,2023-01-15
CST_0178,Customer Account 0178,Retail Gold,North-East,0.0,2023-01-15
CST_0179,Customer Account 0179,Retail Standard,East,0.0,2023-01-15
CST_0180,Customer Account 0180,B2B SMB,West,0.102,2023-01-15
CST_0181,Customer Account 0181,B2B SMB,North,0.073,2023-01-15
CST_0182,Customer Account 0182,Retail Gold,North,0.0,2023-01-15
CST_0183,Customer Account 0183,Retail Silver,North-East,0.0,2023-01-15
CST_0184,Customer Account 0184,Retail Gold,North,0.0,2023-01-15
CST_0185,Customer Account 0185,Retail Standard,South,0.0,2023-01-15
CST_0186,Customer Account 0186,Retail Standard,North-East,0.0,2023-01-15
CST_0187,Customer Account 0187,Retail Silver,East,0.0,2023-01-15
CST_0188,Customer Account 0188,Retail Gold,South,0.0,2023-01-15
CST_0189,Customer Account 0189,Retail Platinum,South,0.0,2023-01-15
CST_0190,Customer Account 0190,Retail Gold,East,0.0,2023-01-15
CST_0191,Customer Account 0191,Retail Silver,East,0.0,2023-01-15
CST_0192,Customer Account 0192,Retail Gold,East,0.0,2023-01-15
CST_0193,Customer Account 0193,Retail Standard,North-East,0.0,2023-01-15
CST_0194,Customer Account 0194,B2B Enterprise,North,0.151,2023-01-15
CST_0195,Customer Account 0195,Retail Standard,East,0.0,2023-01-15
CST_0196,Customer Account 0196,Retail Gold,Central,0.0,2023-01-15
CST_0197,Customer Account 0197,Retail Standard,Central,0.0,2023-01-15
CST_0198,Customer Account 0198,Retail Standard,West,0.0,2023-01-15
CST_0199,Customer Account 0199,Retail Standard,North,0.0,2023-01-15
CST_0200,Customer Account 0200,Retail Gold,North-East,0.0,2023-01-15
CST_0201,Customer Account 0201,Retail Standard,Central,0.0,2023-01-15
CST_0202,Customer Account 0202,Retail Platinum,North,0.0,2023-01-15
CST_0203,Customer Account 0203,Retail Standard,South,0.0,2023-01-15
CST_0204,Customer Account 0204,Retail Standard,North,0.0,2023-01-15
CST_0205,Customer Account 0205,Retail Gold,South,0.0,2023-01-15
CST_0206,Customer Account 0206,Retail Gold,North-East,0.0,2023-01-15
CST_0207,Customer Account 0207,Retail Standard,North,0.0,2023-01-15
CST_0208,Customer Account 0208,Retail Standard,South,0.0,2023-01-15
CST_0209,Customer Account 0209,B2B Enterprise,North,0.121,2023-01-15
CST_0210,Customer Account 0210,B2B SMB,East,0.109,2023-01-15
CST_0211,Customer Account 0211,Retail Standard,North-East,0.0,2023-01-15
CST_0212,Customer Account 0212,Retail Standard,Central,0.0,2023-01-15
CST_0213,Customer Account 0213,Retail Standard,South,0.0,2023-01-15
CST_0214,Customer Account 0214,Retail Standard,North,0.0,2023-01-15
CST_0215,Customer Account 0215,Retail Platinum,North,0.0,2023-01-15
CST_0216,Customer Account 0216,B2B SMB,West,0.076,2023-01-15
CST_0217,Customer Account 0217,Retail Platinum,North,0.0,2023-01-15
CST_0218,Customer Account 0218,Retail Silver,South,0.0,2023-01-15
CST_0219,Customer Account 0219,Retail Gold,South,0.0,2023-01-15
CST_0220,Customer Account 0220,Retail Silver,North-East,0.0,2023-01-15
CST_0221,Customer Account 0221,Retail Standard,West,0.0,2023-01-15
CST_0222,Customer Account 0222,Retail Gold,North,0.0,2023-01-15
CST_0223,Customer Account 0223,Retail Silver,Central,0.0,2023-01-15
CST_0224,Customer Account 0224,B2B SMB,West,0.084,2023-01-15
CST_0225,Customer Account 0225,B2B SMB,Central,0.097,2023-01-15
CST_0226,Customer Account 0226,Retail Standard,West,0.0,2023-01-15
CST_0227,Customer Account 0227,Retail Standard,East,0.0,2023-01-15
CST_0228,Customer Account 0228,Retail Standard,South,0.0,2023-01-15
CST_0229,Customer Account 0229,Retail Silver,North-East,0.0,2023-01-15
CST_0230,Customer Account 0230,Retail Silver,West,0.0,2023-01-15
CST_0231,Customer Account 0231,Retail Standard,East,0.0,2023-01-15
CST_0232,Customer Account 0232,Retail Silver,North,0.0,2023-01-15
CST_0233,Customer Account 0233,Retail Standard,East,0.0,2023-01-15
CST_0234,Customer Account 0234,Retail Gold,South,0.0,2023-01-15
CST_0235,Customer Account 0235,Retail Standard,Central,0.0,2023-01-15
CST_0236,Customer Account 0236,Retail Standard,South,0.0,2023-01-15
CST_0237,Customer Account 0237,Retail Standard,South,0.0,2023-01-15
CST_0238,Customer Account 0238,Retail Standard,East,0.0,2023-01-15
CST_0239,Customer Account 0239,Retail Silver,South,0.0,2023-01-15
CST_0240,Customer Account 0240,Retail Silver,South,0.0,2023-01-15
CST_0241,Customer Account 0241,Retail Gold,West,0.0,2023-01-15
CST_0242,Customer Account 0242,Retail Silver,West,0.0,2023-01-15
CST_0243,Customer Account 0243,B2B SMB,North,0.088,2023-01-15
CST_0244,Customer Account 0244,Retail Silver,West,0.0,2023-01-15
CST_0245,Customer Account 0245,B2B SMB,East,0.071,2023-01-15
CST_0246,Customer Account 0246,Retail Gold,West,0.0,2023-01-15
CST_0247,Customer Account 0247,Retail Standard,West,0.0,2023-01-15
CST_0248,Customer Account 0248,Retail Silver,South,0.0,2023-01-15
CST_0249,Customer Account 0249,Retail Silver,West,0.0,2023-01-15
CST_0250,Customer Account 0250,B2B Enterprise,Central,0.155,2023-01-15
CST_0251,Customer Account 0251,Retail Gold,North-East,0.0,2023-01-15
CST_0252,Customer Account 0252,B2B SMB,North,0.092,2023-01-15
CST_0253,Customer Account 0253,Retail Gold,North-East,0.0,2023-01-15
CST_0254,Customer Account 0254,Retail Gold,North-East,0.0,2023-01-15
CST_0255,Customer Account 0255,Retail Gold,West,0.0,2023-01-15
CST_0256,Customer Account 0256,B2B Enterprise,North,0.168,2023-01-15
CST_0257,Customer Account 0257,Retail Silver,North-East,0.0,2023-01-15
CST_0258,Customer Account 0258,Retail Platinum,Central,0.0,2023-01-15
CST_0259,Customer Account 0259,B2B Enterprise,East,0.201,2023-01-15
CST_0260,Customer Account 0260,Retail Standard,Central,0.0,2023-01-15
CST_0261,Customer Account 0261,Retail Standard,North-East,0.0,2023-01-15
CST_0262,Customer Account 0262,Retail Platinum,East,0.0,2023-01-15
CST_0263,Customer Account 0263,Retail Gold,South,0.0,2023-01-15
CST_0264,Customer Account 0264,Retail Standard,North-East,0.0,2023-01-15
CST_0265,Customer Account 0265,B2B SMB,West,0.103,2023-01-15
CST_0266,Customer Account 0266,Retail Standard,North-East,0.0,2023-01-15
CST_0267,Customer Account 0267,Retail Standard,East,0.0,2023-01-15
CST_0268,Customer Account 0268,B2B SMB,South,0.081,2023-01-15
CST_0269,Customer Account 0269,Retail Gold,North,0.0,2023-01-15
CST_0270,Customer Account 0270,Retail Standard,East,0.0,2023-01-15
CST_0271,Customer Account 0271,B2B Enterprise,North,0.204,2023-01-15
CST_0272,Customer Account 0272,B2B SMB,North-East,0.067,2023-01-15
CST_0273,Customer Account 0273,Retail Standard,East,0.0,2023-01-15
CST_0274,Customer Account 0274,Retail Silver,South,0.0,2023-01-15
CST_0275,Customer Account 0275,Retail Standard,Central,0.0,2023-01-15
CST_0276,Customer Account 0276,Retail Silver,East,0.0,2023-01-15
CST_0277,Customer Account 0277,Retail Silver,South,0.0,2023-01-15
CST_0278,Customer Account 0278,Retail Silver,North,0.0,2023-01-15
CST_0279,Customer Account 0279,Retail Silver,South,0.0,2023-01-15
CST_0280,Customer Account 0280,Retail Gold,North-East,0.0,2023-01-15
CST_0281,Customer Account 0281,Retail Standard,South,0.0,2023-01-15
CST_0282,Customer Account 0282,Retail Platinum,West,0.0,2023-01-15
CST_0283,Customer Account 0283,Retail Standard,Central,0.0,2023-01-15
CST_0284,Customer Account 0284,Retail Standard,Central,0.0,2023-01-15
CST_0285,Customer Account 0285,B2B SMB,North-East,0.082,2023-01-15
CST_0286,Customer Account 0286,Retail Silver,North-East,0.0,2023-01-15
CST_0287,Customer Account 0287,Retail Platinum,North-East,0.0,2023-01-15
CST_0288,Customer Account 0288,Retail Standard,North,0.0,2023-01-15
CST_0289,Customer Account 0289,B2B SMB,West,0.061,2023-01-15
CST_0290,Customer Account 0290,Retail Silver,North-East,0.0,2023-01-15
CST_0291,Customer Account 0291,Retail Gold,East,0.0,2023-01-15
CST_0292,Customer Account 0292,Retail Standard,North-East,0.0,2023-01-15
CST_0293,Customer Account 0293,Retail Standard,North-East,0.0,2023-01-15
CST_0294,Customer Account 0294,Retail Platinum,West,0.0,2023-01-15
CST_0295,Customer Account 0295,Retail Standard,South,0.0,2023-01-15
CST_0296,Customer Account 0296,Retail Silver,South,0.0,2023-01-15
CST_0297,Customer Account 0297,Retail Gold,East,0.0,2023-01-15
CST_0298,Customer Account 0298,Retail Platinum,South,0.0,2023-01-15
CST_0299,Customer Account 0299,Retail Gold,West,0.0,2023-01-15
CST_0300,Customer Account 0300,Retail Platinum,East,0.0,2023-01-15
CST_0301,Customer Account 0301,Retail Platinum,North,0.0,2023-01-15
CST_0302,Customer Account 0302,Retail Silver,North-East,0.0,2023-01-15
CST_0303,Customer Account 0303,Retail Silver,West,0.0,2023-01-15
CST_0304,Customer Account 0304,Retail Standard,Central,0.0,2023-01-15
CST_0305,Customer Account 0305,Retail Silver,North,0.0,2023-01-15
CST_0306,Customer Account 0306,Retail Gold,South,0.0,2023-01-15
CST_0307,Customer Account 0307,Retail Silver,South,0.0,2023-01-15
CST_0308,Customer Account 0308,Retail Standard,Central,0.0,2023-01-15
CST_0309,Customer Account 0309,Retail Silver,East,0.0,2023-01-15
CST_0310,Customer Account 0310,Retail Gold,Central,0.0,2023-01-15
CST_0311,Customer Account 0311,B2B Enterprise,North,0.18,2023-01-15
CST_0312,Customer Account 0312,Retail Silver,West,0.0,2023-01-15
CST_0313,Customer Account 0313,Retail Gold,North,0.0,2023-01-15
CST_0314,Customer Account 0314,Retail Standard,East,0.0,2023-01-15
CST_0315,Customer Account 0315,Retail Standard,North-East,0.0,2023-01-15
CST_0316,Customer Account 0316,Retail Standard,West,0.0,2023-01-15
CST_0317,Customer Account 0317,Retail Standard,East,0.0,2023-01-15
CST_0318,Customer Account 0318,Retail Gold,North,0.0,2023-01-15
CST_0319,Customer Account 0319,Retail Standard,North-East,0.0,2023-01-15
CST_0320,Customer Account 0320,B2B Enterprise,Central,0.134,2023-01-15
CST_0321,Customer Account 0321,Retail Standard,North-East,0.0,2023-01-15
CST_0322,Customer Account 0322,Retail Standard,West,0.0,2023-01-15
CST_0323,Customer Account 0323,Retail Platinum,Central,0.0,2023-01-15
CST_0324,Customer Account 0324,Retail Platinum,North-East,0.0,2023-01-15
CST_0325,Customer Account 0325,Retail Silver,East,0.0,2023-01-15
CST_0326,Customer Account 0326,Retail Gold,South,0.0,2023-01-15
CST_0327,Customer Account 0327,Retail Gold,North-East,0.0,2023-01-15
CST_0328,Customer Account 0328,Retail Standard,Central,0.0,2023-01-15
CST_0329,Customer Account 0329,Retail Gold,North,0.0,2023-01-15
CST_0330,Customer Account 0330,Retail Platinum,North,0.0,2023-01-15
CST_0331,Customer Account 0331,Retail Gold,South,0.0,2023-01-15
CST_0332,Customer Account 0332,Retail Silver,West,0.0,2023-01-15
CST_0333,Customer Account 0333,Retail Silver,North-East,0.0,2023-01-15
CST_0334,Customer Account 0334,Retail Standard,West,0.0,2023-01-15
CST_0335,Customer Account 0335,Retail Gold,East,0.0,2023-01-15
CST_0336,Customer Account 0336,Retail Standard,Central,0.0,2023-01-15
CST_0337,Customer Account 0337,Retail Silver,North-East,0.0,2023-01-15
CST_0338,Customer Account 0338,Retail Standard,East,0.0,2023-01-15
CST_0339,Customer Account 0339,Retail Standard,North,0.0,2023-01-15
CST_0340,Customer Account 0340,Retail Gold,Central,0.0,2023-01-15
CST_0341,Customer Account 0341,Retail Standard,North,0.0,2023-01-15
CST_0342,Customer Account 0342,B2B Enterprise,North-East,0.191,2023-01-15
CST_0343,Customer Account 0343,Retail Silver,South,0.0,2023-01-15
CST_0344,Customer Account 0344,Retail Gold,North-East,0.0,2023-01-15
CST_0345,Customer Account 0345,Retail Silver,East,0.0,2023-01-15
CST_0346,Customer Account 0346,Retail Silver,East,0.0,2023-01-15
CST_0347,Customer Account 0347,Retail Gold,Central,0.0,2023-01-15
CST_0348,Customer Account 0348,Retail Silver,Central,0.0,2023-01-15
CST_0349,Customer Account 0349,Retail Platinum,East,0.0,2023-01-15
CST_0350,Customer Account 0350,Retail Standard,West,0.0,2023-01-15
CST_0351,Customer Account 0351,Retail Silver,West,0.0,2023-01-15
CST_0352,Customer Account 0352,Retail Silver,South,0.0,2023-01-15
CST_0353,Customer Account 0353,Retail Gold,Central,0.0,2023-01-15
CST_0354,Customer Account 0354,Retail Standard,North-East,0.0,2023-01-15
CST_0355,Customer Account 0355,Retail Standard,North-East,0.0,2023-01-15
CST_0356,Customer Account 0356,Retail Platinum,South,0.0,2023-01-15
CST_0357,Customer Account 0357,Retail Standard,East,0.0,2023-01-15
CST_0358,Customer Account 0358,Retail Standard,North-East,0.0,2023-01-15
CST_0359,Customer Account 0359,B2B SMB,North,0.061,2023-01-15
CST_0360,Customer Account 0360,Retail Standard,East,0.0,2023-01-15
CST_0361,Customer Account 0361,B2B SMB,East,0.107,2023-01-15
CST_0362,Customer Account 0362,B2B Enterprise,South,0.197,2023-01-15
CST_0363,Customer Account 0363,Retail Gold,North,0.0,2023-01-15
CST_0364,Customer Account 0364,Retail Gold,Central,0.0,2023-01-15
CST_0365,Customer Account 0365,B2B SMB,North,0.116,2023-01-15
CST_0366,Customer Account 0366,Retail Silver,North-East,0.0,2023-01-15
CST_0367,Customer Account 0367,Retail Platinum,South,0.0,2023-01-15
CST_0368,Customer Account 0368,Retail Standard,North-East,0.0,2023-01-15
CST_0369,Customer Account 0369,Retail Standard,North,0.0,2023-01-15
CST_0370,Customer Account 0370,Retail Standard,West,0.0,2023-01-15
CST_0371,Customer Account 0371,Retail Silver,Central,0.0,2023-01-15
CST_0372,Customer Account 0372,Retail Gold,Central,0.0,2023-01-15
CST_0373,Customer Account 0373,Retail Gold,East,0.0,2023-01-15
CST_0374,Customer Account 0374,Retail Standard,South,0.0,2023-01-15
CST_0375,Customer Account 0375,Retail Gold,East,0.0,2023-01-15
CST_0376,Customer Account 0376,Retail Silver,West,0.0,2023-01-15
CST_0377,Customer Account 0377,Retail Standard,South,0.0,2023-01-15
CST_0378,Customer Account 0378,Retail Silver,West,0.0,2023-01-15
CST_0379,Customer Account 0379,Retail Silver,West,0.0,2023-01-15
CST_0380,Customer Account 0380,B2B Enterprise,West,0.134,2023-01-15
CST_0381,Customer Account 0381,Retail Platinum,East,0.0,2023-01-15
CST_0382,Customer Account 0382,Retail Gold,North,0.0,2023-01-15
CST_0383,Customer Account 0383,Retail Gold,West,0.0,2023-01-15
CST_0384,Customer Account 0384,Retail Silver,East,0.0,2023-01-15
CST_0385,Customer Account 0385,Retail Platinum,North,0.0,2023-01-15
CST_0386,Customer Account 0386,Retail Platinum,East,0.0,2023-01-15
CST_0387,Customer Account 0387,Retail Silver,East,0.0,2023-01-15
CST_0388,Customer Account 0388,Retail Gold,East,0.0,2023-01-15
CST_0389,Customer Account 0389,Retail Silver,North,0.0,2023-01-15
CST_0390,Customer Account 0390,Retail Gold,Central,0.0,2023-01-15
