transaction_id,transaction_date,customer_id,store_id,product_id,promo_id,channel,region,city_tier,quantity,list_price_inr,gross_revenue_inr,contract_discount_inr,promo_discount_inr,adhoc_discount_inr,total_discount_inr,net_revenue_inr,base_cogs_inr,fulfillment_cost_inr,vendor_coop_rebate_inr,return_flag,return_cost_inr,pocket_profit_inr
TX_0000012,2025-06-02,CUST_00126,STORE_PHY_014,PROD_1012,PROMO_NONE,Physical Store,South,Tier 1,52,20519,1066988,114167.72,0.0,0.0,114167.72,952820.28,868259.08,39555.81,0.0,False,0.0,45005.39
TX_0000013,2025-01-07,CUST_00111,STORE_PHY_007,PROD_1051,PROMO_NONE,Physical Store,East,Tier 1,84,48689,4089876,531683.88,0.0,0.0,531683.88,3558192.12,3564678.6,143663.28,0.0,False,0.0,-150149.76
TX_0000014,2024-08-12,CUST_00456,STORE_PHY_020,PROD_1045,PROMO_NONE,Physical Store,North,Tier 3,3,52279,156837,0.0,0.0,0.0,0.0,156837.0,131951.13,4937.31,0.0,False,0.0,19948.56
TX_0000015,2025-10-05,CUST_00157,STORE_PHY_032,PROD_1098,PROMO_NONE,Physical Store,West,Tier 2,4,4629,18516,0.0,0.0,0.0,0.0,18516.0,7195.92,1067.64,0.0,False,0.0,10252.44
TX_0000016,2024-07-23,CUST_00218,STORE_PHY_024,PROD_1004,PROMO_NONE,Physical Store,East,Tier 1,4,62679,250716,0.0,0.0,0.0,0.0,250716.0,215306.4,10098.24,0.0,False,0.0,25311.36
TX_0000017,2025-01-27,CUST_00312,STORE_PHY_018,PROD_1096,PROMO_EOSS,Physical Store,North,Tier 1,2,1149,2298,0.0,689.4,0.0,689.4,1608.6,943.68,202.42,68.94,False,0.0,531.44
TX_0000018,2024-11-26,CUST_00233,STORE_PHY_024,PROD_1017,PROMO_FLASH_WED,Physical Store,North,Tier 1,115,22149,2547135,522162.67,305656.2,0.0,827818.87,1719316.13,2103246.5,70411.4,413909.43,False,0.0,-40432.34
TX_0000019,2025-03-16,CUST_00394,STORE_PHY_017,PROD_1045,PROMO_NONE,Physical Store,North,Tier 1,3,52279,156837,0.0,0.0,0.0,0.0,156837.0,131951.13,9642.42,0.0,False,0.0,15243.45
TX_0000020,2025-04-05,CUST_00360,STORE_PHY_029,PROD_1068,PROMO_NONE,Physical Store,North,Tier 3,4,2479,9916,0.0,0.0,0.0,0.0,9916.0,4871.56,566.88,0.0,False,0.0,4477.56
TX_0000021,2025-05-05,CUST_00175,STORE_PHY_036,PROD_1052,PROMO_NONE,Physical Store,West,Tier 2,4,46069,184276,0.0,0.0,0.0,0.0,184276.0,161993.4,11100.96,0.0,False,0.0,11181.64
TX_0000022,2025-03-13,CUST_00047,STORE_PHY_024,PROD_1159,PROMO_NONE,Physical Store,North,Tier 3,1,8059,8059,0.0,0.0,0.0,0.0,8059.0,4793.99,333.91,0.0,False,0.0,2931.1
TX_0000023,2024-01-05,CUST_00361,STORE_PHY_031,PROD_1203,PROMO_EOSS,Physical Store,East,Tier 1,2,729,1458,0.0,437.4,0.0,437.4,1020.6,1141.64,60.32,43.74,False,0.0,-137.62
TX_0000024,2025-02-25,CUST_00015,STORE_PHY_019,PROD_1224,PROMO_NONE,Physical Store,North,Tier 3,2,1259,2518,0.0,0.0,0.0,0.0,2518.0,1864.38,96.54,0.0,False,0.0,557.08
TX_0000025,2025-03-28,CUST_00062,STORE_PHY_016,PROD_1086,PROMO_NONE,Physical Store,West,Tier 1,87,3199,278313,50931.28,0.0,0.0,50931.28,227381.72,126717.24,10556.87,0.0,False,0.0,90107.61
TX_0000026,2025-12-14,CUST_00223,STORE_PHY_001,PROD_1222,PROMO_FLASH_WED,Physical Store,West,Tier 2,15,1219,18285,1718.79,2194.2,0.0,3912.99,14372.01,14138.25,586.41,1956.49,False,0.0,1603.84
TX_0000027,2024-04-02,CUST_00493,STORE_PHY_031,PROD_1235,PROMO_NONE,Physical Store,North,Tier 2,1,124,124,0.0,0.0,0.0,0.0,124.0,82.19,6.87,0.0,False,0.0,34.94
TX_0000028,2024-11-26,CUST_00156,STORE_PHY_004,PROD_1236,PROMO_NONE,Physical Store,South,Tier 2,1,482,482,0.0,0.0,0.0,0.0,482.0,345.53,24.81,0.0,False,0.0,111.66
TX_0000029,2024-09-28,CUST_00252,STORE_PHY_024,PROD_1048,PROMO_NONE,Physical Store,East,Tier 1,2,40429,80858,0.0,0.0,0.0,0.0,80858.0,69199.48,3255.02,0.0,False,0.0,8403.5
TX_0000030,2024-11-27,CUST_00019,STORE_PHY_036,PROD_1215,PROMO_DIWALI,Physical Store,East,Tier 3,2,150,300,0.0,60.0,0.0,60.0,240.0,218.76,32.7,18.0,False,0.0,6.54
TX_0000031,2024-06-02,CUST_00108,STORE_PHY_027,PROD_1115,PROMO_FLASH_WED,Physical Store,West,Tier 2,3,559,1677,0.0,201.24,0.0,201.24,1475.76,765.15,111.05,100.62,False,0.0,700.18
TX_0000032,2024-05-04,CUST_00107,STORE_PHY_014,PROD_1043,PROMO_NONE,Physical Store,West,Tier 2,2,4499,8998,0.0,0.0,0.0,0.0,8998.0,7386.56,473.62,0.0,False,0.0,1137.82
TX_0000033,2024-09-03,CUST_00362,STORE_PHY_028,PROD_1008,PROMO_NONE,Physical Store,West,Tier 1,4,45039,180156,0.0,0.0,0.0,0.0,180156.0,157700.44,5609.88,0.0,False,0.0,16845.68
TX_0000034,2025-05-09,CUST_00427,STORE_PHY_015,PROD_1039,PROMO_NONE,Physical Store,West,Tier 1,3,12149,36447,0.0,0.0,0.0,0.0,36447.0,30289.44,1701.78,0.0,False,0.0,4455.78
TX_0000035,2025-08-18,CUST_00342,STORE_PHY_020,PROD_1093,PROMO_NONE,Physical Store,West,Tier 3,4,1579,6316,0.0,0.0,0.0,0.0,6316.0,3386.2,233.28,0.0,False,0.0,2696.52
TX_0000036,2024-05-16,CUST_00036,STORE_PHY_026,PROD_1101,PROMO_NONE,Physical Store,West,Tier 3,4,1069,4276,0.0,0.0,0.0,0.0,4276.0,1579.92,429.36,0.0,False,0.0,2266.72
TX_0000037,2024-06-04,CUST_00171,STORE_PHY_022,PROD_1213,PROMO_NONE,Physical Store,South,Tier 3,2,799,1598,0.0,0.0,0.0,0.0,1598.0,1135.68,52.74,0.0,False,0.0,409.58
TX_0000038,2024-11-17,CUST_00278,STORE_PHY_025,PROD_1101,PROMO_NAVRATRI,Physical Store,West,Tier 1,1,1069,1069,0.0,160.35,0.0,160.35,908.65,394.98,79.55,32.07,False,0.0,466.19
TX_0000039,2024-12-14,CUST_00141,STORE_PHY_008,PROD_1173,PROMO_NONE,Physical Store,North,Tier 3,4,11719,46876,0.0,0.0,0.0,0.0,46876.0,30472.84,2927.76,0.0,False,0.0,13475.4
TX_0000040,2024-09-21,CUST_00247,STORE_PHY_032,PROD_1155,PROMO_FLASH_WED,Physical Store,North,Tier 2,3,1669,5007,375.52,600.84,0.0,976.37,4030.63,3182.94,362.38,488.19,False,0.0,973.5
TX_0000041,2024-05-08,CUST_00093,STORE_PHY_001,PROD_1071,PROMO_FLASH_WED,Physical Store,East,Tier 1,4,5389,21556,0.0,2586.72,0.0,2586.72,18969.28,10398.64,700.48,1293.36,False,0.0,9163.52
TX_0000042,2025-02-07,CUST_00163,STORE_PHY_025,PROD_1099,PROMO_NONE,Physical Store,West,Tier 3,2,2539,5078,0.0,0.0,0.0,0.0,5078.0,2004.38,263.42,0.0,False,0.0,2810.2
TX_0000043,2025-12-18,CUST_00173,STORE_PHY_027,PROD_1116,PROMO_NONE,Physical Store,South,Tier 2,4,1139,4556,0.0,0.0,0.0,0.0,4556.0,1914.24,522.36,0.0,False,0.0,2119.4
TX_0000044,2025-11-23,CUST_00114,STORE_PHY_024,PROD_1001,PROMO_DIWALI,Physical Store,East,Tier 2,1,29029,29029,0.0,5805.8,0.0,5805.8,23223.2,22785.69,990.13,1741.74,False,0.0,1189.12
TX_0000045,2025-02-07,CUST_00266,STORE_PHY_009,PROD_1059,PROMO_FLASH_WED,Physical Store,East,Tier 3,1,43899,43899,0.0,5267.88,0.0,5267.88,38631.12,36469.02,2336.32,2633.94,False,0.0,2459.72
TX_0000046,2024-04-14,CUST_00193,STORE_PHY_020,PROD_1145,PROMO_NONE,Physical Store,North,Tier 2,2,2889,5778,0.0,0.0,0.0,0.0,5778.0,3072.42,257.64,0.0,False,0.0,2447.94
TX_0000047,2025-08-02,CUST_00139,STORE_PHY_019,PROD_1056,PROMO_NONE,Physical Store,South,Tier 2,3,49829,149487,0.0,0.0,0.0,0.0,149487.0,123053.1,4516.11,0.0,False,0.0,21917.79
TX_0000048,2025-08-10,CUST_00403,STORE_PHY_005,PROD_1109,PROMO_NONE,Physical Store,East,Tier 2,3,3899,11697,0.0,0.0,0.0,0.0,11697.0,6196.77,497.13,0.0,False,0.0,5003.1
TX_0000049,2024-11-22,CUST_00462,STORE_PHY_021,PROD_1132,PROMO_NONE,Physical Store,South,Tier 1,115,12699,1460385,181087.74,0.0,0.0,181087.74,1279297.26,883546.15,42518.92,0.0,False,0.0,353232.19
TX_0000050,2024-03-24,CUST_00116,STORE_PHY_027,PROD_1109,PROMO_NONE,Physical Store,East,Tier 1,4,3899,15596,0.0,0.0,0.0,0.0,15596.0,8262.36,974.76,0.0,False,0.0,6358.88
TX_0000051,2025-07-06,CUST_00112,STORE_PHY_026,PROD_1103,PROMO_EOSS,Physical Store,North,Tier 3,2,5479,10958,0.0,3287.4,0.0,3287.4,7670.6,5826.84,516.94,328.74,False,0.0,1655.56
TX_0000052,2025-05-19,CUST_00378,STORE_PHY_033,PROD_1015,PROMO_NONE,Physical Store,West,Tier 3,1,7999,7999,0.0,0.0,0.0,0.0,7999.0,6882.35,326.56,0.0,False,0.0,790.09
TX_0000053,2025-12-07,CUST_00283,STORE_PHY_034,PROD_1040,PROMO_FLASH_WED,Physical Store,North,Tier 2,2,50899,101798,0.0,12215.76,0.0,12215.76,89582.24,81829.1,3627.09,6107.88,False,0.0,10233.93
TX_0000054,2025-06-19,CUST_00004,STORE_PHY_032,PROD_1067,PROMO_NONE,Physical Store,North,Tier 1,1,5319,5319,0.0,0.0,0.0,0.0,5319.0,2137.42,271.11,0.0,False,0.0,2910.47
TX_0000055,2025-03-08,CUST_00248,STORE_PHY_021,PROD_1116,PROMO_NONE,Physical Store,South,Tier 1,1,1139,1139,0.0,0.0,0.0,0.0,1139.0,478.56,96.42,0.0,False,0.0,564.02
TX_0000056,2025-08-03,CUST_00181,STORE_PHY_004,PROD_1062,PROMO_NONE,Physical Store,South,Tier 2,1,579,579,30.11,0.0,0.0,30.11,548.89,210.95,53.52,0.0,False,0.0,284.42
TX_0000057,2025-10-11,CUST_00085,STORE_PHY_018,PROD_1061,PROMO_DIWALI,Physical Store,South,Tier 2,3,5669,17007,0.0,3401.4,0.0,3401.4,13605.6,6109.17,1043.59,1020.42,False,0.0,7473.26
TX_0000058,2025-01-18,CUST_00303,STORE_PHY_026,PROD_1196,PROMO_EOSS,Physical Store,West,Tier 1,85,1069,90865,16173.97,27259.5,0.0,43433.47,47431.53,65294.45,3266.64,4343.35,False,0.0,-16786.21
TX_0000059,2024-02-07,CUST_00420,STORE_PHY_003,PROD_1239,PROMO_NONE,Physical Store,North,Tier 2,1,344,344,17.54,0.0,0.0,17.54,326.46,228.02,16.99,0.0,False,0.0,81.45
TX_0000060,2024-12-08,CUST_00030,STORE_PHY_035,PROD_1190,PROMO_NONE,Physical Store,South,Tier 1,1,969,969,0.0,0.0,0.0,0.0,969.0,697.66,71.64,0.0,False,0.0,199.7
TX_0000061,2024-04-21,CUST_00206,STORE_PHY_034,PROD_1185,PROMO_NONE,Physical Store,North,Tier 1,3,649,1947,0.0,0.0,0.0,0.0,1947.0,1319.1,100.38,0.0,False,0.0,527.52
TX_0000062,2025-06-11,CUST_00213,STORE_PHY_019,PROD_1054,PROMO_NONE,Physical Store,North,Tier 2,4,49419,197676,0.0,0.0,0.0,0.0,197676.0,169521.6,6168.48,0.0,False,0.0,21985.92
TX_0000063,2024-09-28,CUST_00287,STORE_PHY_008,PROD_1170,PROMO_FLASH_WED,Physical Store,West,Tier 2,4,2389,9556,0.0,1146.72,0.0,1146.72,8409.28,5889.76,824.96,573.36,False,0.0,2267.92
TX_0000064,2025-03-18,CUST_00254,STORE_PHY_015,PROD_1009,PROMO_NONE,Physical Store,North,Tier 2,148,6279,929292,116161.5,0.0,0.0,116161.5,813130.5,729597.08,44335.62,0.0,False,0.0,39197.8
TX_0000065,2025-04-24,CUST_00273,STORE_PHY_023,PROD_1068,PROMO_FLASH_WED,Physical Store,South,Tier 2,3,2479,7437,0.0,892.44,0.0,892.44,6544.56,3653.67,463.83,446.22,False,0.0,2873.28
TX_0000066,2024-04-11,CUST_00191,STORE_PHY_034,PROD_1217,PROMO_NONE,Physical Store,South,Tier 2,1,659,659,0.0,0.0,0.0,0.0,659.0,471.88,29.96,0.0,False,0.0,157.16
TX_0000067,2025-05-03,CUST_00194,STORE_PHY_013,PROD_1104,PROMO_NONE,Physical Store,West,Tier 1,4,5729,22916,1443.71,0.0,0.0,1443.71,21472.29,9975.6,857.17,0.0,False,0.0,10639.52
TX_0000068,2025-02-26,CUST_00001,STORE_PHY_021,PROD_1239,PROMO_NONE,Physical Store,West,Tier 2,131,344,45064,3785.38,0.0,0.0,3785.38,41278.62,29870.62,2181.56,0.0,False,0.0,9226.44
TX_0000069,2024-06-15,CUST_00313,STORE_PHY_032,PROD_1081,PROMO_NONE,Physical Store,North,Tier 2,3,3519,10557,0.0,0.0,0.0,0.0,10557.0,4297.56,588.78,0.0,False,0.0,5670.66
TX_0000070,2025-11-11,CUST_00262,STORE_PHY_001,PROD_1084,PROMO_DIWALI,Physical Store,South,Tier 2,1,579,579,0.0,115.8,0.0,115.8,463.2,305.01,20.5,34.74,False,0.0,172.43
TX_0000071,2025-07-28,CUST_00109,STORE_ONLINE_DIRECT,PROD_1183,PROMO_NONE,E-Commerce Direct,East,Tier 1,90,381,34290,8572.5,0.0,0.0,8572.5,25717.5,26590.5,2394.9,0.0,False,0.0,-3267.9
TX_0000072,2024-04-09,CUST_00128,STORE_PHY_016,PROD_1196,PROMO_NONE,Physical Store,South,Tier 1,1,1069,1069,0.0,0.0,0.0,0.0,1069.0,768.17,47.71,0.0,False,0.0,253.12
TX_0000073,2024-02-12,CUST_00488,STORE_PHY_031,PROD_1078,PROMO_NONE,Physical Store,West,Tier 3,2,4869,9738,0.0,0.0,0.0,0.0,9738.0,4828.42,368.04,0.0,False,0.0,4541.54
TX_0000074,2025-11-04,CUST_00315,STORE_PHY_017,PROD_1157,PROMO_DIWALI,Physical Store,South,Tier 2,143,9579,1369797,143828.68,273959.4,0.0,417788.08,952008.92,850608.33,62804.79,125336.42,False,0.0,163932.22
TX_0000075,2024-06-16,CUST_00193,STORE_PHY_025,PROD_1197,PROMO_FLASH_WED,Physical Store,North,Tier 2,4,353,1412,0.0,169.44,0.0,169.44,1242.56,937.2,87.5,84.72,False,0.0,302.58
TX_0000076,2025-01-24,CUST_00240,STORE_PHY_033,PROD_1064,PROMO_EOSS,Physical Store,West,Tier 2,89,5179,460931,107396.92,138279.3,0.0,230465.5,230465.5,224296.02,10687.12,23046.55,False,0.0,18528.91
TX_0000077,2025-07-08,CUST_00452,STORE_PHY_021,PROD_1172,PROMO_FLASH_WED,Physical Store,East,Tier 2,2,13999,27998,0.0,3359.76,0.0,3359.76,24638.24,16544.52,836.05,1679.88,False,0.0,8937.55
TX_0000078,2025-01-10,CUST_00328,STORE_PHY_012,PROD_1007,PROMO_NONE,Physical Store,West,Tier 2,4,35019,140076,0.0,0.0,0.0,0.0,140076.0,112268.44,4277.88,0.0,False,0.0,23529.68
TX_0000079,2025-01-09,CUST_00083,STORE_PHY_016,PROD_1179,PROMO_NONE,Physical Store,North,Tier 2,4,7499,29996,2189.71,0.0,0.0,2189.71,27806.29,18420.72,1235.25,0.0,False,0.0,8150.32
TX_0000080,2025-04-08,CUST_00481,STORE_PHY_010,PROD_1113,PROMO_FLASH_WED,Physical Store,West,Tier 1,2,2569,5138,0.0,616.56,0.0,616.56,4521.44,2740.1,265.24,308.28,False,0.0,1824.38
TX_0000081,2025-07-18,CUST_00283,STORE_PHY_015,PROD_1140,PROMO_EOSS,Physical Store,North,Tier 2,2,2699,5398,0.0,1619.4,0.0,1619.4,3778.6,3645.78,277.14,161.94,False,0.0,17.62
TX_0000082,2024-04-06,CUST_00412,STORE_PHY_003,PROD_1078,PROMO_NONE,Physical Store,North,Tier 1,127,4869,618363,66783.2,0.0,0.0,66783.2,551579.8,306604.67,21367.04,0.0,False,0.0,223608.09
TX_0000083,2024-02-28,CUST_00050,STORE_PHY_017,PROD_1112,PROMO_NONE,Physical Store,South,Tier 2,2,4969,9938,0.0,0.0,0.0,0.0,9938.0,3583.14,759.18,0.0,False,0.0,5595.68
TX_0000084,2024-07-15,CUST_00478,STORE_PHY_002,PROD_1047,PROMO_EOSS,Physical Store,West,Tier 2,1,20459,20459,0.0,6137.7,0.0,6137.7,14321.3,16653.66,497.59,613.77,False,0.0,-2216.18
TX_0000085,2024-05-20,CUST_00391,STORE_PHY_021,PROD_1079,PROMO_NONE,Physical Store,South,Tier 1,23,639,14697,3424.4,0.0,0.0,3424.4,11272.6,5253.66,1935.53,0.0,False,0.0,4083.41
TX_0000086,2024-08-02,CUST_00310,STORE_PHY_018,PROD_1221,PROMO_NONE,Physical Store,East,Tier 3,1,422,422,0.0,0.0,0.0,0.0,422.0,295.07,27.12,0.0,False,0.0,99.81
TX_0000087,2024-12-03,CUST_00361,STORE_PHY_006,PROD_1057,PROMO_NONE,Physical Store,East,Tier 1,2,20989,41978,0.0,0.0,0.0,0.0,41978.0,35916.42,1839.92,0.0,False,0.0,4221.66
TX_0000088,2025-07-27,CUST_00006,STORE_PHY_003,PROD_1058,PROMO_FLASH_WED,Physical Store,North,Tier 2,4,67059,268236,14216.51,32188.32,0.0,46404.83,221831.17,219118.28,6919.54,23202.42,False,0.0,18995.77
TX_0000089,2024-11-13,CUST_00468,STORE_PHY_025,PROD_1169,PROMO_DIWALI,Physical Store,West,Tier 2,80,1939,155120,18924.64,31024.0,0.0,49948.64,105171.36,92464.0,7062.85,14984.59,False,0.0,20629.1
TX_0000090,2025-01-21,CUST_00345,STORE_PHY_014,PROD_1035,PROMO_EOSS,Physical Store,West,Tier 3,2,39629,79258,0.0,23777.4,0.0,23777.4,55480.6,64175.06,2283.12,2377.74,False,0.0,-8599.84
TX_0000091,2025-09-27,CUST_00166,STORE_PHY_024,PROD_1022,PROMO_NONE,Physical Store,South,Tier 2,3,24359,73077,0.0,0.0,0.0,0.0,73077.0,61931.43,3106.23,0.0,False,0.0,8039.34
TX_0000092,2025-03-14,CUST_00157,STORE_PHY_036,PROD_1239,PROMO_FLASH_WED,Physical Store,West,Tier 2,4,344,1376,0.0,165.12,0.0,165.12,1210.88,912.08,101.45,82.56,False,0.0,279.91
TX_0000093,2025-07-06,CUST_00108,STORE_PHY_018,PROD_1147,PROMO_EOSS,Physical Store,West,Tier 2,3,9789,29367,0.0,8810.1,0.0,8810.1,20556.9,18841.17,1260.41,881.01,False,0.0,1336.33
TX_0000094,2025-01-01,CUST_00406,STORE_PHY_004,PROD_1067,PROMO_NONE,Physical Store,East,Tier 2,3,5319,15957,0.0,0.0,0.0,0.0,15957.0,6412.26,653.76,0.0,False,0.0,8890.98
TX_0000095,2024-10-09,CUST_00048,STORE_PHY_034,PROD_1070,PROMO_NONE,Physical Store,West,Tier 3,3,4889,14667,0.0,0.0,0.0,0.0,14667.0,6160.26,763.08,0.0,False,0.0,7743.66
TX_0000096,2025-05-22,CUST_00452,STORE_PHY_017,PROD_1065,PROMO_FLASH_WED,Physical Store,East,Tier 2,2,5649,11298,0.0,1355.76,0.0,1355.76,9942.24,4641.16,693.13,677.88,False,0.0,5285.83
TX_0000097,2024-09-22,CUST_00315,STORE_PHY_019,PROD_1150,PROMO_NONE,Physical Store,South,Tier 2,132,10279,1356828,142466.94,0.0,0.0,142466.94,1214361.06,885234.24,38846.43,0.0,False,0.0,290280.39
TX_0000098,2024-09-04,CUST_00098,STORE_PHY_023,PROD_1158,PROMO_NONE,Physical Store,South,Tier 3,1,1319,1319,0.0,0.0,0.0,0.0,1319.0,843.65,112.46,0.0,False,0.0,362.89
TX_0000099,2024-10-10,CUST_00007,STORE_PHY_007,PROD_1049,PROMO_NONE,Physical Store,North,Tier 2,4,67679,270716,0.0,0.0,0.0,0.0,270716.0,221091.0,10948.64,0.0,False,0.0,38676.36
TX_0000100,2024-03-23,CUST_00420,STORE_PHY_030,PROD_1073,PROMO_NONE,Physical Store,North,Tier 2,4,2069,8276,422.08,0.0,0.0,422.08,7853.92,3573.84,257.22,0.0,False,0.0,4022.86
TX_0000101,2024-09-18,CUST_00145,STORE_PHY_025,PROD_1074,PROMO_NONE,Physical Store,North,Tier 2,2,5019,10038,0.0,0.0,0.0,0.0,10038.0,4797.78,427.62,0.0,False,0.0,4812.6
TX_0000102,2025-11-20,CUST_00127,STORE_PHY_026,PROD_1153,PROMO_NAVRATRI,Physical Store,West,Tier 2,3,7949,23847,0.0,3577.05,0.0,3577.05,20269.95,13581.75,1234.65,715.41,False,0.0,6168.96
TX_0000103,2024-09-27,CUST_00379,STORE_PHY_025,PROD_1073,PROMO_NONE,Physical Store,East,Tier 1,2,2069,4138,0.0,0.0,0.0,0.0,4138.0,1786.92,176.32,0.0,False,0.0,2174.76
TX_0000104,2024-09-04,CUST_00043,STORE_PHY_018,PROD_1121,PROMO_NONE,Physical Store,East,Tier 2,1,9739,9739,0.0,0.0,0.0,0.0,9739.0,5538.38,623.49,0.0,False,0.0,3577.13
TX_0000105,2025-11-10,CUST_00111,STORE_PHY_031,PROD_1224,PROMO_NONE,Physical Store,East,Tier 1,119,1259,149821,19476.73,0.0,0.0,19476.73,130344.27,110930.61,5159.83,0.0,False,0.0,14253.83
TX_0000106,2024-03-09,CUST_00290,STORE_PHY_009,PROD_1040,PROMO_FLASH_WED,Physical Store,West,Tier 2,70,50899,3562930,498810.2,427551.6,0.0,926361.8,2636568.2,2864018.5,159727.09,463180.9,False,0.0,76003.51
TX_0000107,2024-11-09,CUST_00094,STORE_PHY_008,PROD_1048,PROMO_DIWALI,Physical Store,South,Tier 1,91,40429,3679039,404694.29,735807.8,0.0,1140502.09,2538536.91,3148576.34,153254.06,342150.63,False,0.0,-421142.86
TX_0000108,2025-07-03,CUST_00164,STORE_PHY_011,PROD_1187,PROMO_EOSS,Physical Store,South,Tier 2,4,424,1696,98.37,508.8,0.0,607.17,1088.83,1127.96,59.66,60.72,False,0.0,-38.07
TX_0000109,2025-11-16,CUST_00376,STORE_PHY_006,PROD_1091,PROMO_DIWALI,Physical Store,North,Tier 1,3,2629,7887,0.0,1577.4,0.0,1577.4,6309.6,3323.13,370.73,473.22,False,0.0,3088.96
TX_0000110,2025-05-08,CUST_00073,STORE_PHY_023,PROD_1134,PROMO_NONE,Physical Store,South,Tier 1,3,14949,44847,0.0,0.0,0.0,0.0,44847.0,26510.46,1986.48,0.0,False,0.0,16350.06
TX_0000111,2025-01-03,CUST_00037,STORE_PHY_016,PROD_1137,PROMO_NONE,Physical Store,North,Tier 3,4,9579,38316,0.0,0.0,0.0,0.0,38316.0,23859.16,1580.64,0.0,False,0.0,12876.2
TX_0000112,2024-07-05,CUST_00445,STORE_PHY_036,PROD_1058,PROMO_EOSS,Physical Store,South,Tier 1,2,67059,134118,0.0,40235.4,0.0,40235.4,93882.6,109559.14,5765.26,4023.54,False,0.0,-17418.26
TX_0000113,2025-11-10,CUST_00037,STORE_PHY_026,PROD_1079,PROMO_DIWALI,Physical Store,North,Tier 3,2,639,1278,0.0,255.6,0.0,255.6,1022.4,456.84,200.24,76.68,False,0.0,442.0
TX_0000114,2024-03-03,CUST_00139,STORE_PHY_011,PROD_1186,PROMO_NONE,Physical Store,South,Tier 2,4,749,2996,0.0,0.0,0.0,0.0,2996.0,2261.36,136.08,0.0,False,0.0,598.56
TX_0000115,2024-08-01,CUST_00061,STORE_PHY_022,PROD_1107,PROMO_NONE,Physical Store,South,Tier 2,4,819,3276,0.0,0.0,0.0,0.0,3276.0,1441.76,250.68,0.0,False,0.0,1583.56
TX_0000116,2024-07-25,CUST_00003,STORE_PHY_036,PROD_1206,PROMO_EOSS,Physical Store,East,Tier 2,2,1219,2438,0.0,731.4,0.0,731.4,1706.6,1948.7,114.4,73.14,False,0.0,-283.36
TX_0000117,2024-04-30,CUST_00038,STORE_PHY_027,PROD_1085,PROMO_NONE,Physical Store,East,Tier 1,1,5199,5199,0.0,0.0,0.0,0.0,5199.0,2127.79,352.59,0.0,False,0.0,2718.62
