customer_id,customer_name,customer_type,region,city_tier,contract_discount_pct,join_date
CUST_00055,Client Account 0055,Retail Standard,West,Tier 1,0.0,2023-07-25
CUST_00056,Client Account 0056,Retail Standard,North,Tier 1,0.0,2023-07-11
CUST_00057,Client Account 0057,Retail Silver,South,Tier 1,0.0,2023-10-29
CUST_00058,Client Account 0058,Retail Standard,East,Tier 3,0.0,2023-07-11
CUST_00059,Client Account 0059,Retail Standard,East,Tier 3,0.0,2023-03-02
CUST_00060,Client Account 0060,B2B SMB,East,Tier 1,0.135,2022-03-23
CUST_00061,Client Account 0061,Retail Standard,South,Tier 2,0.0,2023-06-08
CUST_00062,Client Account 0062,B2B Enterprise,West,Tier 1,0.183,2022-08-21
CUST_00063,Client Account 0063,Retail Silver,East,Tier 1,0.0,2023-03-24
CUST_00064,Client Account 0064,Retail Silver,East,Tier 1,0.0,2023-04-12
CUST_00065,Client Account 0065,Retail Standard,South,Tier 1,0.0,2023-02-16
CUST_00066,Client Account 0066,Retail Silver,South,Tier 2,0.0,2022-10-05
CUST_00067,Client Account 0067,Retail Standard,West,Tier 2,0.0,2022-11-20
CUST_00068,Client Account 0068,Retail Gold,North,Tier 2,0.0,2023-02-05
CUST_00069,Client Account 0069,Retail Silver,North,Tier 1,0.0,2022-04-30
CUST_00070,Client Account 0070,B2B Enterprise,South,Tier 3,0.218,2023-12-17
CUST_00071,Client Account 0071,Retail Standard,East,Tier 2,0.0,2023-04-05
CUST_00072,Client Account 0072,B2B Enterprise,East,Tier 3,0.187,2023-04-04
CUST_00073,Client Account 0073,Retail Silver,South,Tier 1,0.0,2022-10-12
CUST_00074,Client Account 0074,Retail Standard,East,Tier 2,0.0,2022-02-08
CUST_00075,Client Account 0075,Retail Silver,North,Tier 2,0.0,2022-05-10
CUST_00076,Client Account 0076,Retail Standard,West,Tier 2,0.0,2023-06-23
CUST_00077,Client Account 0077,Retail Standard,South,Tier 1,0.0,2023-08-27
CUST_00078,Client Account 0078,Retail Standard,East,Tier 1,0.0,2022-03-25
CUST_00079,Client Account 0079,Retail Gold,North,Tier 1,0.0,2023-05-22
CUST_00080,Client Account 0080,Retail Gold,West,Tier 2,0.0,2022-06-11
CUST_00081,Client Account 0081,Retail Platinum,West,Tier 3,0.071,2022-09-28
CUST_00082,Client Account 0082,Retail Silver,East,Tier 3,0.0,2023-03-06
CUST_00083,Client Account 0083,Retail Platinum,North,Tier 2,0.073,2023-11-17
CUST_00084,Client Account 0084,Retail Silver,East,Tier 2,0.0,2023-11-24
CUST_00085,Client Account 0085,Retail Standard,South,Tier 2,0.0,2023-07-12
CUST_00086,Client Account 0086,Retail Silver,South,Tier 1,0.0,2022-09-30
CUST_00087,Client Account 0087,Retail Silver,West,Tier 1,0.0,2023-11-09
CUST_00088,Client Account 0088,Retail Platinum,West,Tier 1,0.067,2022-04-27
CUST_00089,Client Account 0089,Retail Silver,West,Tier 1,0.0,2023-12-18
CUST_00090,Client Account 0090,B2B SMB,North,Tier 1,0.104,2023-01-01
CUST_00091,Client Account 0091,Retail Standard,South,Tier 1,0.0,2022-10-28
CUST_00092,Client Account 0092,Retail Standard,West,Tier 2,0.0,2023-01-27
CUST_00093,Client Account 0093,Retail Standard,East,Tier 1,0.0,2023-02-05
CUST_00094,Client Account 0094,B2B SMB,South,Tier 1,0.11,2022-03-27
CUST_00095,Client Account 0095,Retail Platinum,North,Tier 2,0.05,2022-01-02
CUST_00096,Client Account 0096,Retail Silver,North,Tier 1,0.0,2023-08-12
CUST_00097,Client Account 0097,B2B SMB,South,Tier 1,0.139,2022-03-31
CUST_00098,Client Account 0098,Retail Silver,South,Tier 3,0.0,2022-04-16
CUST_00099,Client Account 0099,Retail Platinum,North,Tier 3,0.054,2023-09-27
CUST_00100,Client Account 0100,B2B Enterprise,South,Tier 2,0.211,2023-07-07
CUST_00101,Client Account 0101,Retail Standard,West,Tier 3,0.0,2022-11-14
CUST_00102,Client Account 0102,Retail Standard,East,Tier 3,0.0,2022-01-07
CUST_00103,Client Account 0103,Retail Silver,West,Tier 2,0.0,2022-11-10
CUST_00104,Client Account 0104,Retail Standard,East,Tier 2,0.0,2023-12-01
CUST_00105,Client Account 0105,Retail Standard,East,Tier 2,0.0,2022-01-12
CUST_00106,Client Account 0106,Retail Platinum,North,Tier 2,0.068,2022-05-27
CUST_00107,Client Account 0107,Retail Standard,West,Tier 2,0.0,2023-09-23
CUST_00108,Client Account 0108,Retail Gold,West,Tier 2,0.0,2023-08-17
CUST_00109,Client Account 0109,B2B Enterprise,East,Tier 1,0.25,2022-02-28
CUST_00110,Client Account 0110,Retail Silver,South,Tier 1,0.0,2023-03-21
CUST_00111,Client Account 0111,B2B SMB,East,Tier 1,0.13,2023-12-26
CUST_00112,Client Account 0112,Retail Standard,North,Tier 3,0.0,2023-05-31
CUST_00113,Client Account 0113,Retail Standard,South,Tier 3,0.0,2022-06-01
CUST_00114,Client Account 0114,Retail Silver,East,Tier 2,0.0,2023-02-24
CUST_00115,Client Account 0115,B2B Enterprise,South,Tier 2,0.237,2023-02-22
CUST_00116,Client Account 0116,Retail Standard,East,Tier 1,0.0,2023-01-06
CUST_00117,Client Account 0117,Retail Gold,North,Tier 1,0.0,2022-08-25
CUST_00118,Client Account 0118,Retail Silver,North,Tier 2,0.0,2023-06-04
CUST_00119,Client Account 0119,Retail Gold,South,Tier 1,0.0,2023-06-10
CUST_00120,Client Account 0120,Retail Standard,East,Tier 1,0.0,2023-07-07
CUST_00121,Client Account 0121,Retail Platinum,West,Tier 1,0.068,2022-08-19
CUST_00122,Client Account 0122,Retail Gold,South,Tier 1,0.0,2022-05-25
CUST_00123,Client Account 0123,Retail Gold,North,Tier 1,0.0,2022-06-12
CUST_00124,Client Account 0124,Retail Silver,East,Tier 2,0.0,2023-04-05
CUST_00125,Client Account 0125,B2B SMB,North,Tier 1,0.094,2022-01-10
CUST_00126,Client Account 0126,B2B SMB,South,Tier 1,0.107,2022-12-27
CUST_00127,Client Account 0127,Retail Gold,West,Tier 2,0.0,2023-05-28
CUST_00128,Client Account 0128,Retail Gold,South,Tier 1,0.0,2022-05-01
CUST_00129,Client Account 0129,Retail Silver,East,Tier 2,0.0,2022-06-14
CUST_00130,Client Account 0130,Retail Standard,West,Tier 3,0.0,2022-06-05
CUST_00131,Client Account 0131,Retail Standard,South,Tier 1,0.0,2022-11-30
CUST_00132,Client Account 0132,B2B SMB,East,Tier 1,0.083,2022-01-01
CUST_00133,Client Account 0133,B2B SMB,South,Tier 1,0.085,2022-06-10
CUST_00134,Client Account 0134,Retail Silver,South,Tier 2,0.0,2022-10-03
CUST_00135,Client Account 0135,Retail Standard,West,Tier 2,0.0,2022-05-06
CUST_00136,Client Account 0136,Retail Standard,South,Tier 3,0.0,2022-02-08
CUST_00137,Client Account 0137,Retail Silver,East,Tier 2,0.0,2023-03-04
CUST_00138,Client Account 0138,Retail Silver,East,Tier 1,0.0,2022-11-04
CUST_00139,Client Account 0139,Retail Standard,South,Tier 2,0.0,2022-01-08
CUST_00140,Client Account 0140,Retail Standard,North,Tier 2,0.0,2023-10-31
CUST_00141,Client Account 0141,Retail Gold,North,Tier 3,0.0,2022-06-24
CUST_00142,Client Account 0142,Retail Silver,East,Tier 3,0.0,2023-03-03
CUST_00143,Client Account 0143,Retail Silver,South,Tier 1,0.0,2023-06-22
CUST_00144,Client Account 0144,Retail Standard,West,Tier 2,0.0,2022-12-11
CUST_00145,Client Account 0145,Retail Silver,North,Tier 2,0.0,2022-10-14
CUST_00146,Client Account 0146,Retail Silver,North,Tier 2,0.0,2022-12-27
CUST_00147,Client Account 0147,B2B SMB,West,Tier 1,0.116,2023-07-29
CUST_00148,Client Account 0148,Retail Standard,North,Tier 3,0.0,2023-08-08
CUST_00149,Client Account 0149,B2B SMB,East,Tier 2,0.133,2023-01-16
CUST_00150,Client Account 0150,Retail Standard,West,Tier 2,0.0,2023-03-30
CUST_00151,Client Account 0151,Retail Standard,North,Tier 2,0.0,2022-12-31
CUST_00152,Client Account 0152,Retail Standard,West,Tier 1,0.0,2023-03-31
CUST_00153,Client Account 0153,B2B Enterprise,East,Tier 2,0.211,2022-05-23
CUST_00154,Client Account 0154,Retail Silver,West,Tier 2,0.0,2023-02-21
CUST_00155,Client Account 0155,Retail Platinum,North,Tier 1,0.05,2022-09-24
CUST_00156,Client Account 0156,Retail Silver,South,Tier 2,0.0,2022-01-03
CUST_00157,Client Account 0157,Retail Silver,West,Tier 2,0.0,2023-03-30
CUST_00158,Client Account 0158,Retail Standard,North,Tier 1,0.0,2022-01-12
CUST_00159,Client Account 0159,B2B SMB,West,Tier 2,0.112,2022-02-12
CUST_00160,Client Account 0160,Retail Standard,South,Tier 2,0.0,2022-12-30
CUST_00161,Client Account 0161,Retail Standard,North,Tier 3,0.0,2023-09-11
CUST_00162,Client Account 0162,B2B Enterprise,East,Tier 1,0.245,2023-12-16
CUST_00163,Client Account 0163,Retail Gold,West,Tier 3,0.0,2023-04-15
CUST_00164,Client Account 0164,Retail Platinum,South,Tier 2,0.058,2023-07-18
CUST_00165,Client Account 0165,Retail Silver,North,Tier 3,0.0,2022-10-18
CUST_00166,Client Account 0166,Retail Silver,South,Tier 2,0.0,2023-10-20
CUST_00167,Client Account 0167,Retail Gold,North,Tier 1,0.0,2022-12-11
CUST_00168,Client Account 0168,Retail Silver,East,Tier 2,0.0,2023-08-09
CUST_00169,Client Account 0169,Retail Standard,East,Tier 2,0.0,2022-11-08
CUST_00170,Client Account 0170,Retail Standard,North,Tier 1,0.0,2022-02-05
CUST_00171,Client Account 0171,Retail Gold,South,Tier 3,0.0,2023-01-20
CUST_00172,Client Account 0172,Retail Gold,North,Tier 2,0.0,2022-05-21
CUST_00173,Client Account 0173,Retail Silver,South,Tier 2,0.0,2022-08-08
CUST_00174,Client Account 0174,Retail Platinum,North,Tier 2,0.055,2023-09-25
CUST_00175,Client Account 0175,Retail Standard,West,Tier 2,0.0,2022-02-18
CUST_00176,Client Account 0176,Retail Platinum,North,Tier 1,0.072,2023-09-04
CUST_00177,Client Account 0177,Retail Gold,South,Tier 3,0.0,2023-11-07
CUST_00178,Client Account 0178,B2B SMB,East,Tier 2,0.09,2023-04-28
CUST_00179,Client Account 0179,Retail Standard,North,Tier 1,0.0,2023-10-24
CUST_00180,Client Account 0180,B2B Enterprise,East,Tier 1,0.171,2023-06-07
CUST_00181,Client Account 0181,Retail Platinum,South,Tier 2,0.052,2022-11-16
CUST_00182,Client Account 0182,B2B SMB,North,Tier 2,0.107,2023-09-29
CUST_00183,Client Account 0183,Retail Standard,North,Tier 1,0.0,2022-10-07
CUST_00184,Client Account 0184,B2B SMB,East,Tier 2,0.1,2022-10-15
CUST_00185,Client Account 0185,Retail Gold,South,Tier 1,0.0,2022-12-19
CUST_00186,Client Account 0186,Retail Silver,North,Tier 1,0.0,2022-03-11
CUST_00187,Client Account 0187,Retail Gold,West,Tier 1,0.0,2023-10-04
CUST_00188,Client Account 0188,Retail Silver,West,Tier 1,0.0,2022-05-29
CUST_00189,Client Account 0189,Retail Gold,West,Tier 2,0.0,2023-01-16
CUST_00190,Client Account 0190,Retail Silver,South,Tier 2,0.0,2023-12-28
CUST_00191,Client Account 0191,Retail Gold,South,Tier 2,0.0,2022-12-20
CUST_00192,Client Account 0192,Retail Gold,West,Tier 1,0.0,2023-03-18
CUST_00193,Client Account 0193,Retail Standard,North,Tier 2,0.0,2022-10-30
CUST_00194,Client Account 0194,Retail Platinum,West,Tier 1,0.063,2022-02-24
CUST_00195,Client Account 0195,Retail Standard,North,Tier 1,0.0,2023-10-10
CUST_00196,Client Account 0196,Retail Standard,West,Tier 1,0.0,2022-10-06
CUST_00197,Client Account 0197,Retail Gold,West,Tier 1,0.0,2022-09-05
CUST_00198,Client Account 0198,Retail Silver,North,Tier 2,0.0,2022-03-25
CUST_00199,Client Account 0199,Retail Silver,South,Tier 2,0.0,2022-06-10
CUST_00200,Client Account 0200,Retail Silver,West,Tier 2,0.0,2023-05-24
CUST_00201,Client Account 0201,B2B Enterprise,North,Tier 1,0.184,2022-12-27
CUST_00202,Client Account 0202,B2B SMB,East,Tier 1,0.111,2022-06-29
CUST_00203,Client Account 0203,Retail Gold,South,Tier 2,0.0,2022-11-07
CUST_00204,Client Account 0204,Retail Platinum,South,Tier 2,0.08,2022-04-11
CUST_00205,Client Account 0205,Retail Gold,West,Tier 3,0.0,2022-02-11
CUST_00206,Client Account 0206,Retail Silver,North,Tier 1,0.0,2022-08-04
CUST_00207,Client Account 0207,Retail Silver,South,Tier 3,0.0,2022-01-07
CUST_00208,Client Account 0208,Retail Gold,North,Tier 1,0.0,2023-11-06
CUST_00209,Client Account 0209,Retail Platinum,South,Tier 1,0.079,2022-09-23
CUST_00210,Client Account 0210,Retail Standard,North,Tier 2,0.0,2022-10-16
CUST_00211,Client Account 0211,Retail Standard,South,Tier 1,0.0,2022-12-02
CUST_00212,Client Account 0212,Retail Standard,North,Tier 1,0.0,2023-04-28
CUST_00213,Client Account 0213,Retail Gold,North,Tier 2,0.0,2023-04-27
CUST_00214,Client Account 0214,B2B SMB,South,Tier 2,0.094,2022-06-22
CUST_00215,Client Account 0215,Retail Silver,West,Tier 1,0.0,2022-04-02
CUST_00216,Client Account 0216,Retail Gold,South,Tier 3,0.0,2023-03-23
CUST_00217,Client Account 0217,Retail Silver,North,Tier 1,0.0,2022-05-10
CUST_00218,Client Account 0218,Retail Silver,East,Tier 1,0.0,2023-06-01
CUST_00219,Client Account 0219,Retail Standard,South,Tier 1,0.0,2023-01-17
CUST_00220,Client Account 0220,Retail Standard,North,Tier 2,0.0,2023-04-08
CUST_00221,Client Account 0221,Retail Standard,East,Tier 1,0.0,2022-05-29
CUST_00222,Client Account 0222,B2B SMB,South,Tier 1,0.091,2023-02-04
CUST_00223,Client Account 0223,B2B SMB,West,Tier 2,0.094,2022-04-11
CUST_00224,Client Account 0224,Retail Silver,West,Tier 1,0.0,2023-02-24
CUST_00225,Client Account 0225,Retail Silver,East,Tier 2,0.0,2023-04-30
CUST_00226,Client Account 0226,Retail Standard,South,Tier 2,0.0,2023-04-28
CUST_00227,Client Account 0227,Retail Gold,West,Tier 2,0.0,2023-03-31
CUST_00228,Client Account 0228,Retail Standard,South,Tier 3,0.0,2022-07-02
CUST_00229,Client Account 0229,Retail Gold,East,Tier 1,0.0,2023-08-14
CUST_00230,Client Account 0230,Retail Silver,East,Tier 1,0.0,2023-02-27
CUST_00231,Client Account 0231,Retail Silver,North,Tier 1,0.0,2022-08-30
CUST_00232,Client Account 0232,Retail Silver,North,Tier 3,0.0,2022-06-22
CUST_00233,Client Account 0233,B2B Enterprise,North,Tier 1,0.205,2023-12-04
CUST_00234,Client Account 0234,Retail Silver,West,Tier 1,0.0,2023-05-25
CUST_00235,Client Account 0235,Retail Platinum,West,Tier 1,0.07,2022-08-15
CUST_00236,Client Account 0236,Retail Gold,West,Tier 3,0.0,2023-07-08
CUST_00237,Client Account 0237,Retail Standard,North,Tier 1,0.0,2022-07-11
CUST_00238,Client Account 0238,Retail Standard,North,Tier 3,0.0,2022-05-10
CUST_00239,Client Account 0239,Retail Gold,North,Tier 1,0.0,2022-08-30
CUST_00240,Client Account 0240,B2B Enterprise,West,Tier 2,0.233,2023-12-27
CUST_00241,Client Account 0241,Retail Silver,East,Tier 3,0.0,2022-06-22
CUST_00242,Client Account 0242,Retail Platinum,West,Tier 3,0.063,2022-01-08
CUST_00243,Client Account 0243,B2B Enterprise,North,Tier 2,0.216,2023-03-11
CUST_00244,Client Account 0244,B2B SMB,West,Tier 1,0.111,2022-08-20
CUST_00245,Client Account 0245,Retail Gold,South,Tier 3,0.0,2023-03-12
CUST_00246,Client Account 0246,Retail Standard,East,Tier 2,0.0,2023-07-17
CUST_00247,Client Account 0247,Retail Platinum,North,Tier 2,0.075,2023-06-04
CUST_00248,Client Account 0248,Retail Gold,South,Tier 1,0.0,2023-01-03
CUST_00249,Client Account 0249,Retail Standard,East,Tier 2,0.0,2022-12-26
CUST_00250,Client Account 0250,Retail Silver,South,Tier 2,0.0,2023-07-15
CUST_00251,Client Account 0251,Retail Gold,West,Tier 2,0.0,2022-06-18
CUST_00252,Client Account 0252,Retail Standard,East,Tier 1,0.0,2023-01-05
CUST_00253,Client Account 0253,Retail Gold,West,Tier 1,0.0,2023-05-03
CUST_00254,Client Account 0254,B2B SMB,North,Tier 2,0.125,2022-10-15
CUST_00255,Client Account 0255,Retail Silver,South,Tier 1,0.0,2022-09-30
CUST_00256,Client Account 0256,Retail Standard,East,Tier 1,0.0,2023-05-03
CUST_00257,Client Account 0257,Retail Gold,West,Tier 1,0.0,2023-09-18
CUST_00258,Client Account 0258,Retail Standard,South,Tier 3,0.0,2022-06-21
CUST_00259,Client Account 0259,Retail Platinum,South,Tier 1,0.08,2022-05-02
CUST_00260,Client Account 0260,Retail Standard,East,Tier 3,0.0,2022-08-21
CUST_00261,Client Account 0261,Retail Silver,North,Tier 2,0.0,2023-10-23
CUST_00262,Client Account 0262,Retail Standard,South,Tier 2,0.0,2023-10-09
CUST_00263,Client Account 0263,Retail Platinum,West,Tier 1,0.066,2022-08-23
CUST_00264,Client Account 0264,Retail Gold,West,Tier 1,0.0,2023-04-11
CUST_00265,Client Account 0265,B2B SMB,North,Tier 2,0.129,2023-08-30
CUST_00266,Client Account 0266,Retail Silver,East,Tier 3,0.0,2023-04-06
CUST_00267,Client Account 0267,Retail Gold,North,Tier 2,0.0,2023-11-27
CUST_00268,Client Account 0268,Retail Silver,South,Tier 2,0.0,2023-02-17
CUST_00269,Client Account 0269,B2B SMB,West,Tier 2,0.126,2022-04-21
CUST_00270,Client Account 0270,Retail Platinum,South,Tier 1,0.057,2022-09-18
CUST_00271,Client Account 0271,Retail Standard,West,Tier 1,0.0,2022-08-12
CUST_00272,Client Account 0272,Retail Standard,South,Tier 1,0.0,2022-01-10
CUST_00273,Client Account 0273,Retail Standard,South,Tier 2,0.0,2022-03-07
CUST_00274,Client Account 0274,Retail Gold,North,Tier 2,0.0,2023-08-21
CUST_00275,Client Account 0275,Retail Standard,South,Tier 1,0.0,2022-07-28
CUST_00276,Client Account 0276,B2B Enterprise,North,Tier 3,0.187,2023-08-10
CUST_00277,Client Account 0277,Retail Standard,East,Tier 1,0.0,2022-07-30
CUST_00278,Client Account 0278,Retail Standard,West,Tier 1,0.0,2022-05-12
CUST_00279,Client Account 0279,Retail Standard,West,Tier 1,0.0,2022-06-03
CUST_00280,Client Account 0280,Retail Gold,North,Tier 1,0.0,2023-02-09
CUST_00281,Client Account 0281,B2B Enterprise,South,Tier 1,0.229,2022-01-20
CUST_00282,Client Account 0282,Retail Gold,East,Tier 2,0.0,2023-06-10
CUST_00283,Client Account 0283,Retail Standard,North,Tier 2,0.0,2022-02-24
CUST_00284,Client Account 0284,Retail Standard,West,Tier 2,0.0,2022-06-11
CUST_00285,Client Account 0285,Retail Silver,East,Tier 1,0.0,2022-03-01
CUST_00286,Client Account 0286,Retail Gold,East,Tier 1,0.0,2023-02-10
CUST_00287,Client Account 0287,Retail Silver,West,Tier 2,0.0,2022-04-27
CUST_00288,Client Account 0288,Retail Standard,West,Tier 2,0.0,2023-11-16
CUST_00289,Client Account 0289,B2B SMB,East,Tier 2,0.094,2023-09-20
CUST_00290,Client Account 0290,B2B SMB,West,Tier 2,0.14,2022-04-28
CUST_00291,Client Account 0291,Retail Silver,North,Tier 2,0.0,2023-10-22
CUST_00292,Client Account 0292,Retail Standard,East,Tier 2,0.0,2023-07-13
CUST_00293,Client Account 0293,Retail Standard,East,Tier 2,0.0,2023-08-25
CUST_00294,Client Account 0294,Retail Silver,North,Tier 2,0.0,2022-05-18
CUST_00295,Client Account 0295,Retail Gold,North,Tier 2,0.0,2022-09-11
CUST_00296,Client Account 0296,Retail Silver,South,Tier 2,0.0,2023-07-17
CUST_00297,Client Account 0297,Retail Standard,South,Tier 3,0.0,2023-08-04
CUST_00298,Client Account 0298,Retail Standard,North,Tier 2,0.0,2022-03-15
CUST_00299,Client Account 0299,Retail Standard,West,Tier 1,0.0,2022-09-17
CUST_00300,Client Account 0300,B2B Enterprise,East,Tier 2,0.194,2022-11-09
CUST_00301,Client Account 0301,B2B Enterprise,North,Tier 1,0.211,2022-07-07
CUST_00302,Client Account 0302,Retail Gold,West,Tier 2,0.0,2023-07-02
CUST_00303,Client Account 0303,B2B Enterprise,West,Tier 1,0.178,2022-08-08
CUST_00304,Client Account 0304,Retail Gold,East,Tier 3,0.0,2023-09-24
CUST_00305,Client Account 0305,Retail Standard,West,Tier 2,0.0,2023-09-10
CUST_00306,Client Account 0306,Retail Standard,South,Tier 1,0.0,2022-08-16
CUST_00307,Client Account 0307,B2B Enterprise,West,Tier 2,0.206,2023-06-17
CUST_00308,Client Account 0308,Retail Silver,North,Tier 2,0.0,2022-03-11
CUST_00309,Client Account 0309,Retail Standard,South,Tier 2,0.0,2022-07-22
CUST_00310,Client Account 0310,Retail Standard,East,Tier 3,0.0,2023-03-02
CUST_00311,Client Account 0311,Retail Standard,West,Tier 1,0.0,2022-11-09
CUST_00312,Client Account 0312,Retail Silver,North,Tier 1,0.0,2022-05-11
CUST_00313,Client Account 0313,Retail Standard,North,Tier 2,0.0,2023-01-06
CUST_00314,Client Account 0314,Retail Standard,West,Tier 3,0.0,2023-03-21
CUST_00315,Client Account 0315,B2B SMB,South,Tier 2,0.105,2022-11-23
CUST_00316,Client Account 0316,Retail Silver,North,Tier 2,0.0,2023-07-27
CUST_00317,Client Account 0317,Retail Platinum,West,Tier 2,0.052,2023-08-21
CUST_00318,Client Account 0318,Retail Silver,South,Tier 1,0.0,2022-07-17
CUST_00319,Client Account 0319,Retail Standard,South,Tier 1,0.0,2023-05-29
CUST_00320,Client Account 0320,Retail Silver,North,Tier 2,0.0,2022-04-08
CUST_00321,Client Account 0321,Retail Standard,East,Tier 2,0.0,2022-03-27
CUST_00322,Client Account 0322,Retail Gold,East,Tier 2,0.0,2023-07-25
CUST_00323,Client Account 0323,Retail Silver,West,Tier 2,0.0,2023-07-15
CUST_00324,Client Account 0324,Retail Platinum,East,Tier 3,0.066,2022-03-09
CUST_00325,Client Account 0325,Retail Standard,South,Tier 1,0.0,2022-08-01
CUST_00326,Client Account 0326,Retail Silver,West,Tier 3,0.0,2023-01-16
CUST_00327,Client Account 0327,Retail Silver,South,Tier 2,0.0,2023-03-23
CUST_00328,Client Account 0328,Retail Silver,West,Tier 2,0.0,2022-02-13
CUST_00329,Client Account 0329,Retail Silver,West,Tier 2,0.0,2023-11-10
CUST_00330,Client Account 0330,Retail Silver,North,Tier 1,0.0,2023-03-03
CUST_00331,Client Account 0331,Retail Standard,East,Tier 1,0.0,2022-09-25
CUST_00332,Client Account 0332,Retail Silver,West,Tier 1,0.0,2022-10-24
CUST_00333,Client Account 0333,Retail Silver,North,Tier 1,0.0,2023-07-13
CUST_00334,Client Account 0334,Retail Platinum,South,Tier 2,0.055,2023-04-13
CUST_00335,Client Account 0335,Retail Silver,South,Tier 1,0.0,2023-01-22
CUST_00336,Client Account 0336,Retail Gold,East,Tier 1,0.0,2022-02-09
CUST_00337,Client Account 0337,Retail Silver,West,Tier 1,0.0,2023-06-04
